numberOfGuests,roomType,maxNights,minNights,city,state,latitude,longitude,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
4,Entire unit,365,3,Kilifi,kilifi,-3.63449,39.86434,56.0,2.0,2.0,1,0,1,1,1,5.0,1,2,0,0,1.0,unknown
2,Entire unit,1125,1,Mombasa,Mombasa,-3.97537,39.74005,22.0,1.0,1.0,0,0,0,1,1,0.0,0,0,0,0,1.0,unknown
2,Private room,7,1,Mtwapa,kilifi,-3.94628,39.75066,22.0,1.0,1.0,1,0,0,1,1,4.0,1,1,0,0,1.0,unknown
2,Private room,90,1,Watamu,kilifi,-3.32458,40.06514,22.0,1.0,1.0,1,1,1,1,1,0.0,1,1,0,0,1.0,private
2,Private room,28,2,Malindi,kilifi,-3.22992,40.12562,39.0,1.0,1.0,1,0,0,0,1,33.0,1,1,0,0,1.0,private
2,Private room,14,1,Watamu,kilifi,-3.34223,40.03425,34.0,1.0,1.0,0,0,1,0,0,5.0,1,1,0,0,1.0,shared
4,Entire unit,1125,2,Watamu,kilifi,-3.34802,40.01323,23.0,4.0,2.0,1,1,1,1,1,0.0,1,2,0,0,1.0,unknown
4,Entire unit,1125,1,Mombasa,Mombasa,-3.90407,39.78761,23.0,4.0,2.0,1,1,0,0,1,0.0,1,2,0,0,2.0,unknown
7,Entire unit,90,2,Watamu,kilifi,-3.34181,40.02721,53.0,4.0,3.0,1,0,0,1,1,76.0,1,2,0,0,3.0,unknown
3,Entire unit,365,7,Malindi,kilifi,-3.21875,40.11632,22.0,2.0,1.0,1,0,0,1,0,2.0,1,0,0,0,1.0,unknown
3,Entire unit,1000,1,Mombasa,Mombasa,-3.98094,39.74359,42.0,2.0,1.0,1,0,0,0,1,138.0,1,1,0,0,1.0,unknown
2,Private room,1125,2,Mombasa,NAIROBI,-4.00386,39.70113,15.0,1.0,1.0,1,0,0,1,1,18.0,0,1,0,0,1.0,shared
4,Private room,1124,1,Watamu,kilifi,-3.341,40.035,55.0,3.0,1.0,1,0,0,1,1,10.0,1,1,1,0,1.0,unknown
4,Entire unit,31,1,Mombasa,Mombasa,-4.003,39.698,15.0,2.0,2.0,1,1,1,1,1,3.0,1,2,0,0,1.0,unknown
2,Shared room,1125,28,Kwale,Kwale,-4.17081,39.44829,10.0,1.0,1.0,1,1,1,1,1,0.0,1,1,0,0,1.0,shared
2,Private room,1125,2,Malindi,kilifi,-3.21932,40.1253,40.0,1.0,1.0,1,0,0,0,0,38.0,1,2,0,0,1.0,private
4,Entire unit,1125,1,Malindi,kilifi,-3.19002,40.12239,50.0,3.0,2.0,1,0,0,0,1,2.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,2,Kilifi,kilifi,-3.81643,39.79612,52.0,4.0,2.0,1,0,0,0,1,8.0,1,3,1,0,1.0,unknown
4,Entire unit,1125,1,Malindi,kilifi,-3.254,40.124,46.0,2.0,2.0,1,0,1,1,1,12.0,1,2,0,0,2.0,unknown
4,Entire unit,360,1,Mombasa,Mombasa,-3.97888,39.74796,40.0,3.0,2.0,1,0,0,0,1,230.0,1,1,1,0,1.0,unknown
4,Entire unit,1125,2,Mombasa,Mombasa,-3.99425,39.73055,50.0,2.0,2.0,1,0,0,0,1,28.0,1,1,0,0,2.0,unknown
2,Entire unit,1125,1,DIANI BEACH,Kwale,-4.3,39.573,15.0,1.0,1.0,1,0,1,1,1,7.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,1,Malindi,kilifi,-3.21822,40.11599,47.0,2.0,2.0,1,0,0,0,1,8.0,1,0,0,0,2.0,unknown
6,Private room,1125,2,DIANI BEACH,NAIROBI,-4.35743,39.55701,12.0,3.0,3.0,1,0,1,1,1,1.0,1,3,0,0,2.0,shared
2,Private room,30,1,DIANI BEACH,Kwale,-4.3,39.573,15.0,1.0,1.0,1,1,1,1,1,1.0,0,1,0,0,1.0,shared
2,Private room,30,1,DIANI BEACH,Kwale,-4.301,39.573,15.0,1.0,1.0,1,1,1,1,1,3.0,1,0,0,0,1.0,private
2,Private room,1125,2,Malindi,kilifi,-3.21964,40.12619,40.0,1.0,1.0,1,0,0,0,0,39.0,1,1,0,0,1.0,private
4,Entire unit,1125,1,Malindi,kilifi,-3.21072,40.10781,45.0,2.0,2.0,1,0,1,0,1,9.0,1,1,0,0,3.0,unknown
2,Private room,1125,1,Watamu,kilifi,-3.3567,40.01884,49.0,1.0,1.0,0,0,1,0,0,2.0,1,1,0,0,1.0,private
2,Private room,1125,2,Malindi,kilifi,-3.21415,40.11965,40.0,1.0,3.0,1,0,0,0,1,40.0,1,2,0,0,1.0,private
2,Entire unit,365,1,Watamu,kilifi,-3.356,40.007,53.0,1.0,1.0,1,1,1,1,1,8.0,1,0,0,0,1.0,unknown
2,Private room,90,2,Watamu,kilifi,-3.382,39.978,40.0,2.0,1.0,1,0,0,0,1,50.0,1,1,0,0,1.0,private
4,Entire unit,1125,1,Watamu,kilifi,-3.36698,39.99817,44.0,3.0,1.0,1,0,0,1,0,39.0,1,1,2,0,1.0,unknown
3,Entire unit,1125,2,Mombasa,Mombasa,-3.96805,39.75105,44.0,2.0,1.0,1,0,0,0,1,6.0,1,1,2,0,1.0,unknown
3,Entire unit,365,1,Kilifi,coast,-3.38239,39.98207,45.0,3.0,1.0,1,0,1,1,1,7.0,1,0,0,0,1.0,unknown
5,Entire unit,1125,1,Mombasa,Mombasa,-3.9339,39.74998,45.0,4.0,2.0,1,0,0,0,1,36.0,1,3,1,1,2.0,unknown
5,Entire unit,365,1,Malindi,kilifi,-3.19105,40.12551,45.0,2.0,2.0,1,0,0,0,1,11.0,1,2,0,0,2.0,unknown
3,Entire unit,1125,1,Watamu,kilifi,-3.3683,39.99742,38.0,2.0,1.0,1,0,0,1,0,12.0,1,1,1,0,1.0,unknown
4,Entire unit,1125,3,Malindi,kilifi,-3.24836,40.12553,55.0,2.0,2.0,0,0,0,0,0,7.0,1,1,0,0,2.0,unknown
2,Entire unit,1125,3,Mombasa,Mombasa,-3.98289,39.74356,44.0,1.0,2.0,1,0,1,1,1,37.0,1,0,0,0,1.0,unknown
4,Shared room,30,1,DIANI BEACH,Kwale,-4.297,39.572,10.0,4.0,1.0,1,1,1,1,1,2.0,0,0,2,0,1.0,shared
2,Other,365,1,Watamu,kilifi,-3.38344,39.98147,45.0,1.0,1.0,1,0,1,1,1,2.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,2,Mombasa,Mombasa,-3.9699,39.75134,45.0,3.0,2.0,1,0,1,1,1,31.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,DIANI BEACH,Kwale,-4.26374,39.59491,15.0,2.0,1.0,1,0,0,1,1,13.0,1,2,0,0,1.0,unknown
3,Private room,1124,1,Watamu,kilifi,-3.341,40.035,49.0,2.0,1.0,1,0,0,1,1,23.0,1,1,1,0,1.0,unknown
2,Private room,7,2,Malindi,kilifi,-3.22846,40.12622,44.0,1.0,1.0,0,0,0,0,0,1.0,1,0,0,0,1.0,unknown
2,Private room,1125,1,Watamu,kilifi,-3.296,40.11455,44.0,2.0,1.0,1,1,1,1,1,50.0,1,2,0,0,1.0,shared
2,Entire unit,1125,1,Mombasa,Mombasa,-3.96358,39.74835,43.0,1.0,1.0,0,1,0,0,0,26.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,1,Kilifi,kilifi,-3.62308,39.83494,45.0,3.0,1.0,1,1,1,0,1,25.0,1,1,1,0,1.0,unknown
4,Entire unit,1125,1,Malindi,kilifi,-3.18871,40.12229,44.0,2.0,2.0,1,1,1,0,1,28.0,1,0,0,0,2.0,unknown
3,Other,365,1,Kilifi,coast,-3.3830400000000003,39.98085,45.0,2.0,1.0,1,0,1,1,1,7.0,1,0,0,0,1.0,unknown
2,Entire unit,28,1,Malindi,kilifi,-3.197,40.118,45.0,2.0,1.0,1,0,1,1,0,7.0,1,1,1,0,1.0,unknown
3,Entire unit,1125,1,Mombasa,Mombasa,-3.98063,39.74491,40.0,3.0,1.0,1,0,0,0,1,89.0,1,0,0,0,1.0,unknown
2,Private room,1125,2,Watamu,NAIROBI,-3.34053,40.03442,44.0,1.0,1.0,1,1,1,1,1,11.0,1,1,0,0,1.0,private
4,Entire unit,1125,2,Malindi,kenya,-3.21526,40.1208,38.0,2.0,2.0,1,0,0,1,1,90.0,1,2,0,0,2.0,unknown
2,Private room,1124,1,Watamu,kilifi,-3.341,40.035,44.0,1.0,1.0,1,0,0,1,1,43.0,1,1,0,0,1.0,unknown
5,Entire unit,1125,1,Malindi,kilifi,-3.19114,40.12484,50.0,2.0,2.0,1,1,0,1,1,50.0,1,1,0,0,2.0,unknown
4,Entire unit,100,2,Watamu,kilifi,-3.3418,40.03581,52.0,2.0,2.0,1,1,0,0,1,26.0,1,2,0,0,2.0,unknown
4,Entire unit,1125,2,Watamu,kilifi,-3.3327400000000003,40.01386,54.0,2.0,2.0,1,1,1,1,1,42.0,1,2,0,0,2.0,unknown
4,Other,365,2,Watamu,kilifi,-3.346,40.012,58.0,3.0,1.0,1,0,0,1,0,0.0,1,1,1,0,1.0,private
2,Entire unit,60,2,Watamu,kilifi,-3.34743,40.01934,53.0,1.0,1.0,1,0,0,1,1,10.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Mombasa,Mombasa,-3.98219,39.7443,49.0,1.0,1.0,0,0,0,0,1,31.0,1,1,0,0,1.0,unknown
2,Entire unit,365,1,Watamu,NAIROBI,-3.383,39.983,45.0,1.0,1.0,1,0,1,1,1,73.0,1,0,0,0,1.0,unknown
2,Entire unit,365,1,Watamu,kilifi,-3.38312,39.97938,45.0,1.0,1.0,0,0,1,1,0,20.0,1,0,0,0,1.0,unknown
2,Private room,1125,1,Mtwapa,kilifi,-3.95069,39.75726,16.0,1.0,2.0,0,0,0,1,1,0.0,0,0,0,0,1.0,private
4,Entire unit,60,1,Mtwapa,Mombasa,-3.94417,39.73034,35.0,3.0,2.0,1,0,1,0,1,1.0,1,3,0,0,1.0,unknown
4,Entire unit,1125,2,Kilifi,kilifi,-3.63964,39.8408,35.0,2.0,2.0,1,0,0,0,1,0.0,1,2,0,0,2.0,unknown
2,Entire unit,40,2,Watamu,kilifi,-3.377,39.977,57.0,1.0,1.0,0,0,0,1,0,36.0,1,1,0,0,1.0,unknown
2,Private room,1125,1,Kilifi,kilifi,-3.61933,39.85386,33.0,2.0,2.0,0,1,0,0,0,5.0,1,0,0,0,1.0,unknown
14,Entire unit,1125,3,Mombasa,coast,-3.626,39.867,35.0,5.0,3.0,1,0,0,1,1,11.0,1,5,0,0,3.0,unknown
4,Entire unit,28,1,Malindi,kilifi,-3.23489,40.12793,49.0,2.0,2.0,0,0,0,1,0,69.0,1,2,0,0,1.0,unknown
2,Other,1125,1,Kilifi,kilifi,-3.62193,39.83598,35.0,1.0,1.0,1,1,1,0,1,14.0,1,1,0,0,1.0,shared
6,Entire unit,28,2,Malindi,kilifi,-3.191,40.124,55.0,2.0,2.0,1,0,0,1,1,5.0,1,2,2,0,2.0,unknown
2,Private room,35,1,Watamu,kilifi,-3.34285,40.03415,34.0,0.0,1.0,1,0,1,0,1,4.0,1,0,0,0,1.0,shared
4,Entire unit,365,2,Mombasa,Mombasa,-3.97422,39.75151,35.0,5.0,2.0,1,0,0,1,1,21.0,1,5,0,0,3.0,unknown
2,Entire unit,7,3,Malindi,kilifi,-3.22795,40.13022,55.0,2.0,1.0,0,0,0,0,0,10.0,1,2,0,0,1.0,unknown
2,Entire unit,1125,2,Watamu,kilifi,-3.35271,40.02058,51.0,1.0,2.0,1,0,0,0,1,34.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Mombasa,Mombasa,-3.96539,39.74296,40.0,1.0,1.0,1,1,0,1,1,13.0,1,1,0,0,1.0,unknown
5,Entire unit,1125,1,Mombasa,Mombasa,-3.983,39.739,40.0,3.0,2.0,1,1,1,1,1,54.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,1,Malindi,kilifi,-3.19105,40.12223,50.0,3.0,2.0,1,0,0,0,1,13.0,1,1,1,0,2.0,unknown
2,Entire unit,1125,1,Malindi,kilifi,-3.19205,40.12275,40.0,1.0,1.0,1,1,1,1,1,45.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,1,Malindi,kilifi,-3.21112,40.1173,39.0,5.0,2.0,1,0,1,0,1,13.0,1,3,2,0,2.0,unknown
2,Private room,21,1,Watamu,kilifi,-3.34208,40.03509,46.0,1.0,1.0,1,0,1,0,1,1.0,1,1,0,0,1.0,private
3,Private room,1125,1,Kilifi,kilifi,-3.59564,39.88892,50.0,2.0,1.0,1,0,0,0,1,1.0,1,0,0,0,1.0,private
2,Entire unit,365,1,Watamu,kilifi,-3.356,40.007,50.0,2.0,1.0,1,1,1,1,1,4.0,1,1,0,0,1.0,unknown
2,Entire unit,365,1,Malindi,kilifi,-3.18997,40.12211,40.0,2.0,1.0,1,0,0,1,1,0.0,0,0,0,0,1.0,unknown
8,Entire unit,1125,1,Mtwapa,kilifi,-3.94862,39.75246,50.0,5.0,3.0,1,1,1,1,1,0.0,1,0,0,0,3.0,unknown
2,Entire unit,365,1,Mombasa,Mombasa,-3.98501,39.74113,50.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,1,Mombasa,Mombasa,-3.98432,39.73823,50.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
3,Private room,14,1,Mombasa,Mombasa,-3.96716,39.74563,50.0,0.0,2.0,1,1,1,0,1,4.0,0,0,0,0,0.0,shared
2,Entire unit,1125,1,Mombasa,Mombasa,-3.982,39.739,49.0,1.0,1.0,1,0,0,0,1,81.0,1,1,1,0,1.0,unknown
3,Private room,1125,8,Watamu,kilifi,-3.34385,40.01355,58.0,1.0,1.0,1,0,1,1,1,1.0,1,0,0,0,1.0,unknown
2,Private room,365,1,Mtwapa,kilifi,-3.93596,39.75019,57.0,1.0,1.0,1,0,1,1,1,0.0,1,0,0,0,1.0,private
4,Private room,1125,1,Watamu,kilifi,-3.321,39.971,46.0,2.0,1.0,1,1,0,0,1,0.0,1,2,0,0,1.0,private
4,Entire unit,1125,1,Mombasa,Mombasa,-3.98449,39.7402,48.0,3.0,2.0,1,1,0,1,1,25.0,0,3,0,0,2.0,unknown
4,Entire unit,365,1,Mtwapa,Mombasa,-3.94978,39.74622,50.0,1.0,2.0,0,0,0,0,0,0.0,1,1,3,0,1.0,unknown
2,Entire unit,1125,1,Mombasa,Mombasa,-3.99492,39.70512,38.0,1.0,1.0,1,0,0,1,1,36.0,1,1,0,0,1.0,unknown
2,Entire unit,365,1,Watamu,kilifi,-3.349,40.025,49.0,1.0,1.0,1,1,1,1,1,13.0,1,0,0,0,1.0,unknown
4,Private room,365,1,Mtwapa,kilifi,-3.949,39.74555,50.0,1.0,1.0,1,1,1,1,1,0.0,1,0,0,0,1.0,unknown
2,Private room,1125,1,Mtwapa,Mombasa,-3.94833,39.74526,50.0,5.0,3.0,1,1,1,1,1,0.0,1,3,0,0,1.0,shared
2,Entire unit,1125,1,Mtwapa,Mombasa,-3.94914,39.7521,50.0,1.0,1.0,1,0,1,1,1,0.0,0,0,0,0,1.0,unknown
4,Private room,1125,1,Mtwapa,Mombasa,-3.94986,39.75221,50.0,2.0,2.0,1,1,0,1,1,0.0,0,0,0,0,1.0,private
4,Entire unit,1125,2,Malindi,kilifi,-3.23792,40.12383,38.0,2.0,3.0,1,0,0,1,1,20.0,1,3,1,0,2.0,unknown
2,Private room,1125,1,Watamu,kilifi,-3.3475200000000003,40.02538,38.0,1.0,1.0,1,0,1,1,1,5.0,1,0,0,0,1.0,private
2,Private room,1125,1,Watamu,kilifi,-3.36006,40.00972,38.0,1.0,1.0,0,0,0,1,0,10.0,0,1,0,0,1.0,private
4,Private room,1125,1,Mtwapa,Mombasa,-3.95031,39.75386,50.0,2.0,2.0,1,1,0,1,1,0.0,0,0,0,0,1.0,private
2,Entire unit,1125,1,Watamu,kilifi,-3.36569,39.9983,38.0,1.0,1.0,1,0,0,1,0,12.0,1,1,0,0,1.0,unknown
2,Other,1125,2,Malindi,kilifi,-3.22861,40.1271,55.0,2.0,1.0,1,1,0,0,1,5.0,1,1,0,0,1.0,unknown
2,Private room,1125,1,Watamu,kilifi,-3.35106,40.01864,57.0,1.0,1.0,1,0,0,0,0,0.0,1,1,0,0,1.0,shared
4,Entire unit,1125,1,Malindi,kilifi,-3.19211,40.12409,57.0,2.0,2.0,0,0,0,0,1,2.0,1,1,0,0,2.0,unknown
2,Private room,1125,2,Mombasa,Mombasa,-3.96583,39.74747,50.0,2.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,private
6,Entire unit,365,1,Mombasa,Mombasa,-3.94715,39.75042,50.0,3.0,2.0,1,0,0,0,1,0.0,1,3,3,0,2.0,unknown
2,Private room,1125,1,Mombasa,Mombasa,-3.95119,39.75168,50.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,0.0,unknown
4,Entire unit,30,1,Mombasa,Mombasa,-3.98001,39.73952,50.0,1.0,1.0,1,0,0,0,1,0.0,1,1,3,0,1.0,unknown
4,Private room,1125,1,Watamu,kilifi,-3.32922,39.9569,38.0,3.0,1.0,1,1,1,1,1,0.0,1,3,0,0,1.0,private
6,Entire unit,1125,1,Mombasa,Mombasa,-3.93835,39.74792,50.0,2.0,2.0,1,0,1,0,1,7.0,1,1,1,0,2.0,unknown
6,Entire unit,365,1,Mombasa,Mombasa,-3.94208,39.75474,50.0,4.0,3.0,0,0,1,0,0,0.0,1,3,0,0,2.0,unknown
6,Entire unit,1125,1,Mtwapa,kilifi,-3.95361,39.74776,50.0,3.0,3.0,1,0,1,1,1,2.0,1,3,0,0,2.0,unknown
2,Other,365,1,Mtwapa,kilifi,-3.94329,39.75085,50.0,1.0,2.0,1,1,0,1,1,0.0,1,1,0,0,1.0,unknown
2,Private room,16,1,Mombasa,Mombasa,-3.95072,39.74868,50.0,1.0,1.0,1,0,0,0,1,1.0,1,1,0,0,1.0,private
2,Private room,14,1,Mombasa,Mombasa,-3.93772,39.76788,50.0,1.0,1.0,1,1,0,0,1,0.0,1,1,0,0,1.0,shared
4,Entire unit,1125,2,Watamu,kilifi,-3.36893,39.99588,50.0,3.0,1.0,1,0,0,1,1,0.0,0,1,2,0,1.0,unknown
3,Private room,365,1,Mombasa,Mombasa,-3.98533,39.7379,40.0,2.0,1.0,1,1,0,1,1,0.0,1,1,1,0,1.0,unknown
7,Entire unit,365,1,Malindi,kilifi,-3.2025,40.11201,40.0,4.0,3.0,1,1,1,1,0,0.0,1,3,0,0,2.0,unknown
5,Entire unit,7,2,Mombasa,Mombasa,-3.9391,39.74516,50.0,3.0,2.0,1,0,0,0,1,16.0,1,1,1,0,2.0,unknown
2,Entire unit,365,1,Mombasa,Mombasa,-3.96588,39.74675,50.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
5,Entire unit,365,3,Mombasa,Mombasa,-3.99102,39.73172,50.0,6.0,2.0,0,0,0,0,0,0.0,0,6,0,0,3.0,unknown
2,Private room,180,1,Watamu,kilifi,-3.34616,40.02574,40.0,1.0,10.0,1,1,1,1,1,0.0,1,0,0,0,1.0,private
4,Entire unit,365,1,Mtwapa,kilifi,-3.94851,39.73074,50.0,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Shared room,6,6,Watamu,kilifi,-3.32534,40.06484,40.0,2.0,1.0,1,1,1,1,1,0.0,1,0,0,0,1.0,shared
4,Entire unit,1125,1,Kaloleni,NAIROBI,-3.8138,39.62018,40.0,3.0,2.0,1,1,1,1,1,1.0,1,3,0,0,2.0,unknown
5,Entire unit,10,2,Mombasa,Mombasa,-3.89772,39.78982,50.0,2.0,2.0,1,1,0,1,1,0.0,1,2,0,0,2.0,unknown
4,Entire unit,365,2,Mombasa,Mombasa,-3.99746,39.7226,40.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
3,Entire unit,1125,3,Mombasa,Mombasa,-3.97047,39.74862,41.0,4.0,1.0,1,0,0,1,1,9.0,1,3,1,0,1.0,unknown
2,Entire unit,1125,1,Mtwapa,Mombasa,-3.93822,39.7493,40.0,1.0,1.0,1,1,0,0,1,1.0,1,1,0,0,1.0,unknown
2,Private room,31,1,Mtwapa,kilifi,-3.9475,39.75173,40.0,1.0,1.0,1,0,0,0,1,1.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,2,Mombasa,Mombasa,-3.98812,39.72277,40.0,4.0,3.0,1,1,0,1,1,6.0,1,2,0,1,2.0,unknown
6,Entire unit,365,1,Mtwapa,Mombasa,-3.9387,39.74972,40.0,4.0,3.0,1,1,0,0,1,1.0,0,0,0,0,2.0,unknown
2,Entire unit,90,1,Mombasa,Mombasa,-3.96898,39.7493,40.0,2.0,1.0,1,1,0,0,1,1.0,1,0,0,0,1.0,unknown
2,Entire unit,90,1,Mombasa,Mombasa,-3.96863,39.75091,40.0,1.0,1.0,1,1,0,0,1,1.0,1,1,0,0,1.0,unknown
4,Entire unit,365,1,Mtwapa,Mombasa,-3.94739,39.73377,51.0,0.0,2.0,1,0,1,0,1,0.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,1,Watamu,kilifi,-3.34721,40.02484,40.0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,1.0,unknown
8,Entire unit,1125,1,Mtwapa,Mombasa,-3.93881,39.74887,40.0,3.0,3.0,1,1,1,1,1,5.0,1,3,0,0,2.0,unknown
4,Entire unit,365,1,Mombasa,Mombasa,-3.96454,39.75817,50.0,2.0,1.0,0,0,0,0,0,0.0,1,2,0,0,1.0,unknown
5,Entire unit,1125,1,Mombasa,Mombasa,-3.96986,39.7479,50.0,3.0,2.0,1,0,0,0,1,38.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,1,Mombasa,Mombasa,-3.987,39.723,40.0,4.0,3.0,1,1,0,1,1,78.0,0,3,0,0,2.0,unknown
7,Entire unit,1125,1,Malindi,kilifi,-3.20711,40.10784,50.0,4.0,3.0,0,0,0,0,0,3.0,0,0,0,0,2.0,unknown
5,Entire unit,1125,1,Malindi,kilifi,-3.235,40.123,50.0,2.0,2.0,1,0,0,1,1,36.0,1,2,0,0,1.0,unknown
2,Entire unit,1125,2,Mombasa,Mombasa,-3.965,39.74642,50.0,1.0,2.0,1,0,0,0,0,13.0,1,0,0,0,1.0,unknown
3,Entire unit,1125,1,Mombasa,Mombasa,-3.9914,39.73492,50.0,1.0,2.0,1,1,0,0,1,65.0,1,1,0,0,1.0,unknown
12,Entire unit,60,1,Kilifi,kilifi,-3.61136,39.85371,50.0,8.0,4.0,1,1,1,0,1,24.0,1,4,0,0,3.0,unknown
5,Entire unit,365,1,Nairobi,kilifi,-3.8212,39.78485,50.0,3.0,3.0,0,0,0,0,0,2.0,1,0,0,0,2.0,unknown
2,Private room,1125,1,Kilifi,kilifi,-3.59696,39.89073,50.0,1.0,1.0,1,0,0,0,1,4.0,1,1,0,0,1.0,shared
4,Entire unit,90,1,Mombasa,Mombasa,-3.9682,39.74824,40.0,3.0,2.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
6,Entire unit,365,1,Mombasa,Mombasa,-3.96613,39.75663,50.0,2.0,1.0,1,1,0,0,0,21.0,1,2,0,0,1.0,unknown
5,Entire unit,365,2,Kilifi,NAIROBI,-3.60171,39.85751,40.0,2.0,2.0,1,1,1,0,1,0.0,1,1,1,0,1.0,unknown
4,Entire unit,1125,2,Malindi,kilifi,-3.19226,40.12404,53.0,4.0,2.0,1,0,0,1,0,25.0,1,3,1,0,2.0,unknown
6,Entire unit,1125,1,Kikambala,kilifi,-3.81054,39.80938,51.0,3.0,3.0,1,0,0,0,1,7.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,2,Bamburi,Mombasa,-3.99572,39.71539,40.0,2.0,2.0,1,0,1,0,1,13.0,1,0,0,0,1.0,unknown
2,Private room,1125,1,Kilifi,kilifi,-3.59729,39.89161,50.0,1.0,1.0,1,0,0,0,1,23.0,1,1,0,0,1.0,private
5,Entire unit,28,1,Watamu,kilifi,-3.34042,40.0343,40.0,4.0,2.0,1,1,0,0,1,35.0,1,3,1,0,1.0,unknown
6,Entire unit,1125,2,Mtwapa,kilifi,-3.93638,39.74967,50.0,3.0,2.0,0,0,0,0,0,2.0,1,3,0,0,2.0,unknown
5,Entire unit,1125,1,DIANI BEACH,Kwale,-4.32123,39.55834,33.0,2.0,2.0,1,1,0,0,1,13.0,1,2,1,0,1.0,unknown
2,Entire unit,365,1,Mombasa,Mombasa,-4.00433,39.69799,32.0,1.0,1.0,1,0,0,1,1,0.0,0,0,0,0,1.0,unknown
3,Entire unit,1125,3,DIANI BEACH,Kwale,-4.27469,39.59405,43.0,2.0,2.0,1,1,1,1,1,53.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Mombasa,Mombasa,-3.97579,39.74023,28.0,1.0,1.0,1,1,0,0,1,1.0,1,1,0,0,1.0,unknown
4,Entire unit,30,2,Malindi,kilifi,-3.20929,40.11881,55.0,4.0,2.0,1,0,0,0,1,26.0,1,4,0,0,2.0,unknown
2,Entire unit,365,1,Watamu,kilifi,-3.356,40.007,50.0,1.0,1.0,1,1,1,1,1,4.0,1,0,0,0,1.0,unknown
2,Private room,1,1,Malindi,kilifi,-3.22747,40.11236,50.0,2.0,1.0,1,0,0,1,0,0.0,1,0,0,0,1.0,unknown
3,Entire unit,1125,1,Malindi,kilifi,-3.18977,40.11497,42.0,2.0,1.0,1,0,1,0,1,0.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Malindi,kilifi,-3.2117,40.1177,47.0,1.0,1.0,1,0,0,1,1,2.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,2,Ukunda,Kwale,-4.268,39.59603,24.0,0.0,1.0,0,0,0,1,0,40.0,0,0,0,0,1.0,unknown
2,Other,28,1,DIANI BEACH,Kwale,-4.33671,39.56736,56.0,1.0,1.0,1,0,1,1,1,4.0,1,1,0,0,1.0,private
2,Entire unit,1125,2,DIANI BEACH,Kwale,-4.2653,39.59461,40.0,1.0,1.0,0,0,0,0,0,21.0,1,1,0,0,1.0,unknown
2,Private room,1125,2,DIANI BEACH,Kwale,-4.31333,39.57357,36.0,1.0,1.0,1,1,0,1,1,46.0,1,1,0,0,1.0,private
2,Other,28,1,DIANI BEACH,Kwale,-4.35205,39.56178,48.0,1.0,1.0,1,0,1,1,1,7.0,1,1,0,0,1.0,private
2,Entire unit,1125,2,Mombasa,Mombasa,-4.04182,39.7003,23.0,1.0,1.0,1,0,0,0,0,22.0,1,1,0,0,1.0,unknown
5,Entire unit,1125,1,DIANI BEACH,Kwale,-4.303,39.58,36.0,3.0,2.0,0,0,0,0,0,19.0,1,1,1,0,2.0,unknown
2,Private room,1125,1,DIANI BEACH,Kwale,-4.27888,39.5954,50.0,1.0,1.0,0,1,0,0,0,13.0,1,0,0,0,1.0,private
2,Entire unit,360,1,Nairobi,Kwale,-4.2771,39.59117,26.0,1.0,1.0,0,0,1,1,0,5.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,2,DIANI BEACH,NAIROBI,-4.29817,39.57757,26.0,1.0,1.0,0,0,0,1,0,29.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,1,Mombasa,Mombasa,-4.02114,39.72294,37.0,1.0,1.0,1,0,0,1,1,8.0,1,1,0,0,1.0,unknown
2,Other,28,1,DIANI BEACH,Kwale,-4.35062,39.56405,52.0,1.0,1.0,1,0,1,1,1,3.0,1,1,0,0,1.0,private
