numberOfGuests,roomType,maxNights,minNights,city,state,latitude,longitude,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
10,Entire unit,90,3,Nairobi,kilifi,-3.834,39.82549,3075.0,7.0,5.0,1,0,0,0,1,0.0,1,0,0,0,5.0,unknown
2,Private room,30,7,Malindi,kilifi,-3.24,40.118,1635.0,1.0,1.0,1,0,1,1,1,4.0,1,1,0,0,1.0,unknown
8,Entire unit,30,2,Vipingo,kilifi,-3.78842,39.83837,318.0,5.0,4.0,1,0,0,0,1,31.0,1,3,0,0,3.0,unknown
16,Entire unit,1125,1,Watamu,kilifi,-3.363,40.004,433.0,10.0,5.0,1,1,0,1,1,2.0,1,0,0,0,6.0,unknown
6,Entire unit,1125,5,Malindi,kilifi,-3.19602,40.11644,420.0,5.0,3.0,1,0,0,0,1,3.0,1,3,0,0,2.0,unknown
6,Entire unit,1125,2,Watamu,kilifi,-3.34388,40.03604,283.0,4.0,3.0,1,0,0,0,1,4.0,1,2,0,0,3.0,unknown
2,Private room,1125,2,Watamu,kilifi,-3.37935,39.98308,350.0,2.0,1.0,0,0,0,0,0,1.0,1,0,0,0,1.0,unknown
7,Entire unit,1125,1,Malindi,NAIROBI,-3.09675,40.15814,290.0,6.0,5.0,1,0,0,1,0,0.0,0,5,2,0,5.0,unknown
10,Entire unit,60,3,Nairobi,NAIROBI,-3.21196,40.11938,300.0,1.0,5.0,1,0,0,1,0,0.0,1,0,0,0,5.0,unknown
8,Entire unit,31,1,Malindi,kilifi,-3.21986,40.11714,360.0,6.0,2.0,1,1,1,1,1,0.0,1,3,0,0,4.0,unknown
10,Entire unit,30,4,Mtwapa,NAIROBI,-3.91602,39.75926,300.0,5.0,4.0,0,0,0,0,0,0.0,1,3,0,0,4.0,unknown
10,Entire unit,1125,1,Mombasa,Mombasa,-3.96314,39.75028,350.0,5.0,4.0,0,1,1,1,0,0.0,1,0,0,0,4.0,unknown
6,Other,1125,2,Mombasa,Mombasa,-3.96647,39.75549,300.0,4.0,3.0,1,1,0,0,0,0.0,1,3,0,0,3.0,unknown
2,Shared room,1125,1,Malindi,NAIROBI,-3.26788,40.12606,322.0,1.0,1.0,0,0,0,0,0,0.0,0,1,0,0,1.0,shared
6,Entire unit,365,1,Mtwapa,kilifi,-3.91606,39.75939,327.0,3.0,3.0,0,0,0,0,0,0.0,0,0,0,0,3.0,unknown
6,Entire unit,1125,5,Nairobi,kilifi,-3.78973,39.79333,450.0,5.0,3.0,1,0,0,0,1,1.0,1,5,0,0,3.0,unknown
6,Entire unit,1125,3,Malindi,kilifi,-3.19649,40.11653,315.0,5.0,3.0,0,0,0,1,0,0.0,1,3,0,0,2.0,unknown
6,Entire unit,1125,30,Malindi,kilifi,-3.22019,40.11591,315.0,5.0,3.0,0,0,0,0,0,1.0,1,0,0,0,2.0,unknown
6,Entire unit,30,1,Malindi,coast,-3.196,40.119,318.0,3.0,3.0,1,0,0,1,0,28.0,1,3,0,0,1.0,unknown
10,Entire unit,1125,1,Watamu,kilifi,-3.37545,39.98702,273.0,9.0,5.0,1,1,1,1,1,0.0,1,3,3,0,5.0,unknown
7,Entire unit,1125,3,Mombasa,kilifi,-3.8209,39.80854,300.0,6.0,4.0,0,0,1,0,0,1.0,1,0,0,0,7.0,unknown
12,Entire unit,365,1,Malindi,kilifi,-3.21854,40.11878,290.0,6.0,4.0,0,1,1,1,0,0.0,1,3,5,0,4.0,unknown
4,Entire unit,1125,1,Mombasa,Mombasa,-3.80692,39.83208,300.0,2.0,2.0,1,1,0,0,1,0.0,1,2,0,0,2.0,unknown
8,Entire unit,1125,3,Kilifi,kilifi,-3.62072,39.83191,273.0,9.0,5.0,1,0,0,1,1,2.0,1,9,1,0,4.0,unknown
10,Entire unit,1125,2,Watamu,kilifi,-3.37805,39.97944,280.0,5.0,4.0,0,0,0,0,0,6.0,1,3,0,0,5.0,unknown
12,Entire unit,1125,2,Mtwapa,kilifi,-3.94674,39.74551,364.0,6.0,6.0,1,0,0,0,1,9.0,1,3,0,0,4.0,unknown
8,Entire unit,365,1,Mombasa,kilifi,-3.79,39.793,280.0,7.0,4.0,0,0,1,1,0,0.0,1,0,0,0,4.0,unknown
10,Entire unit,365,6,Malindi,kilifi,-3.239,40.125,327.0,8.0,5.0,0,1,0,0,0,2.0,1,6,0,0,7.0,unknown
9,Entire unit,1125,1,Nairobi,kilifi,-3.77094,39.82309,350.0,4.0,4.0,1,1,1,1,1,1.0,1,3,0,0,5.0,unknown
2,Other,28,1,Watamu,kilifi,-3.317,40.081,436.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,unknown
10,Entire unit,365,3,Mambrui,kilifi,-3.08529,40.1567,360.0,9.0,5.0,1,0,0,1,1,2.0,1,5,0,0,9.0,unknown
15,Entire unit,1125,2,Watamu,kilifi,-3.344,40.038,340.0,9.0,8.0,1,0,0,1,1,1.0,0,7,0,0,7.0,unknown
10,Entire unit,31,3,Casuarina,Malindi,-3.251,40.128,294.0,10.0,5.0,1,0,0,1,0,30.0,1,10,0,0,5.0,unknown
12,Entire unit,30,2,Malindi,NAIROBI,-3.18906,40.11852,400.0,8.0,6.0,1,1,1,1,1,1.0,1,7,3,0,6.0,unknown
10,Entire unit,1125,2,Vipingo,kilifi,-3.832,39.825,300.0,7.0,5.0,1,1,0,1,1,15.0,1,7,0,0,3.0,unknown
10,Entire unit,1125,1,Malindi,coast,-3.245,40.124,300.0,4.0,5.0,1,0,0,1,1,4.0,1,4,0,0,3.0,unknown
12,Entire unit,1125,3,Kilifi,kilifi,-3.45894,39.93991,400.0,10.0,6.0,1,0,1,1,1,3.0,1,7,0,0,6.0,unknown
10,Entire unit,1125,1,Mombasa,Mombasa,-3.793,39.839,350.0,5.0,5.0,1,0,1,0,1,4.0,1,3,0,0,6.0,unknown
6,Entire unit,365,2,Nairobi,kilifi,-3.92751,39.77964,414.0,5.0,3.0,1,0,0,0,1,0.0,1,3,2,0,3.0,unknown
8,Private room,1125,1,Mombasa,Mombasa,-3.79975,39.79616,450.0,5.0,3.0,1,1,0,0,1,2.0,1,3,2,0,3.0,unknown
10,Entire unit,365,1,Malindi,kilifi,-3.883,39.8,402.0,7.0,4.0,0,0,1,1,0,0.0,1,0,0,0,4.0,unknown
15,Other,320,1,Watamu,kilifi,-3.33797,40.03723,370.0,9.0,5.0,1,0,0,0,0,0.0,1,7,0,0,4.0,unknown
10,Entire unit,1125,2,Watamu,kilifi,-3.3891400000000003,39.97272,375.0,8.0,5.0,1,0,0,0,1,15.0,1,6,0,0,7.0,unknown
7,Entire unit,365,2,Watamu,kilifi,-3.34574,40.02987,277.0,4.0,3.0,1,1,1,1,1,1.0,1,3,0,0,3.0,unknown
9,Entire unit,1125,3,Malindi,kilifi,-3.25534,40.13207,329.0,5.0,4.0,1,0,0,1,1,13.0,1,5,0,0,5.0,unknown
8,Entire unit,365,2,Watamu,kilifi,-3.35414,40.02533,290.0,4.0,4.0,1,1,1,1,1,7.0,1,4,0,0,4.0,unknown
16,Entire unit,1125,2,Malindi,kilifi,-3.232,40.119,355.0,12.0,6.0,1,1,1,0,1,8.0,1,4,4,0,6.0,unknown
10,Entire unit,365,1,Kikambala,kilifi,-3.88387,39.79784,450.0,6.0,5.0,1,0,0,0,1,1.0,1,3,0,0,5.0,unknown
14,Entire unit,1125,1,Kikambala,kilifi,-3.817,39.814,350.0,8.0,6.0,1,1,0,0,1,12.0,1,3,0,0,6.0,unknown
6,Entire unit,1125,3,Kilifi,NAIROBI,-3.8006,39.78913,400.0,3.0,3.0,1,0,0,1,0,8.0,1,3,0,0,3.0,unknown
6,Entire unit,14,3,Mambrui,Provincia costiera,-3.09208,40.15799,338.0,3.0,3.0,1,0,0,1,1,2.0,1,3,0,0,3.0,unknown
6,Entire unit,1125,2,Watamu,kilifi,-3.34419,40.03653,283.0,3.0,3.0,1,0,0,0,0,13.0,1,3,0,0,3.0,unknown
6,Entire unit,1125,2,Watamu,kilifi,-3.35642,40.02101,305.0,7.0,3.0,1,0,0,0,1,11.0,1,0,0,0,5.0,unknown
8,Other,1125,2,Kilifi,kilifi,-3.60564,39.88414,392.0,4.0,4.0,1,1,0,1,0,2.0,1,0,0,0,5.0,unknown
8,Entire unit,1125,3,Kilifi,kilifi,-3.63349,39.85763,450.0,4.0,4.0,1,0,0,0,0,1.0,1,3,0,0,5.0,unknown
4,Entire unit,1125,2,Watamu,kilifi,-3.34158,40.02436,265.0,3.0,2.0,1,0,1,1,1,20.0,1,2,1,0,2.0,unknown
8,Entire unit,1125,3,Kilifi,kilifi,-3.5968400000000003,39.88553,414.0,4.0,4.0,1,1,0,0,1,5.0,1,4,0,0,4.0,unknown
6,Entire unit,1125,3,Watamu,NAIROBI,-3.37525,39.98725,450.0,6.0,5.0,1,0,0,1,1,5.0,1,6,0,0,5.0,unknown
10,Entire unit,1125,1,Watamu,coast,-3.316,40.082,400.0,6.0,5.0,1,0,1,1,1,87.0,1,6,0,1,5.0,unknown
4,Other,1125,2,Watamu,coast,-3.36068,40.00464,290.0,5.0,2.0,1,0,0,0,1,52.0,1,3,0,0,3.0,unknown
6,Entire unit,1125,3,Watamu,NAIROBI,-3.37107,39.99494,350.0,3.0,3.0,1,0,0,1,1,57.0,1,3,0,0,3.0,unknown
6,Entire unit,28,3,Kilifi,kilifi,-3.65113,39.86346,350.0,4.0,3.0,1,0,0,0,1,15.0,1,2,1,0,3.0,unknown
10,Entire unit,30,5,Malindi,NAIROBI,-3.19154,40.11892,549.0,8.0,4.0,1,0,1,1,1,1.0,1,7,0,0,4.0,unknown
16,Entire unit,1125,3,Watamu,kilifi,-3.34561,40.02427,327.0,12.0,6.0,1,1,0,1,1,40.0,1,7,1,1,6.0,unknown
8,Entire unit,1125,1,Nairobi,NAIROBI,-3.83377,39.82394,770.0,4.0,5.0,1,0,0,1,0,0.0,1,7,0,0,3.0,unknown
8,Entire unit,1125,2,Kilifi,kilifi,-3.60503,39.88371,550.0,8.0,4.0,1,0,0,1,0,2.0,1,2,2,0,4.0,unknown
10,Entire unit,1125,5,Malindi,kilifi,-3.1763,40.11021,529.0,7.0,4.0,1,0,1,1,1,0.0,1,7,1,0,4.0,unknown
12,Entire unit,1125,1,Watamu,kilifi,-3.42236,39.96143,763.0,10.0,7.0,1,1,1,1,1,1.0,1,7,0,0,5.0,unknown
16,Private room,365,2,Uyombo,kilifi,-3.39122,39.9628,757.0,14.0,6.0,1,1,0,1,0,1.0,1,6,1,0,7.0,unknown
8,Entire unit,1125,2,Malindi,kilifi,-3.18831,40.11331,500.0,4.0,4.0,1,0,0,0,1,2.0,1,4,0,0,4.0,unknown
1,Private room,14,7,Malindi,kilifi,-3.22956,40.12544,600.0,1.0,1.0,1,1,1,1,0,0.0,0,0,0,0,1.0,unknown
2,Other,28,1,Watamu,NAIROBI,-3.317,40.081,654.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,unknown
2,Other,28,1,Watamu,kilifi,-3.317,40.081,496.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,private
16,Private room,1125,1,Watamu,kilifi,-3.34499,40.0399,540.0,11.0,9.0,1,0,1,1,1,13.0,1,7,0,0,9.0,shared
16,Entire unit,1125,3,Kilifi,kilifi,-3.8022,39.83258,700.0,16.0,10.0,1,0,0,1,1,9.0,1,7,0,0,10.0,unknown
8,Entire unit,1125,5,Malindi,kilifi,-3.09469,40.15791,580.0,4.0,4.0,1,0,0,1,1,1.0,1,2,0,0,4.0,unknown
6,Entire unit,15,2,Malindi,kilifi,-3.25698,40.13093,458.0,6.0,3.0,1,0,0,1,0,16.0,1,3,0,0,3.0,unknown
12,Entire unit,365,3,Watamu,kilifi,-3.36824,39.99727,483.0,9.0,6.0,1,0,1,1,1,1.0,1,0,0,0,7.0,unknown
12,Entire unit,1125,3,Watamu,kilifi,-3.37361,39.99331,483.0,9.0,6.0,1,1,0,1,1,50.0,1,7,0,0,7.0,unknown
6,Entire unit,1125,2,Watamu,kilifi,-3.3696,39.9944,467.0,4.0,3.0,1,0,0,0,1,21.0,1,3,0,0,3.0,unknown
8,Entire unit,90,3,Kilifi,kilifi,-3.649,39.865,590.0,4.0,4.0,1,0,1,1,1,9.0,1,4,0,0,4.0,unknown
10,Entire unit,1125,3,Kilifi,kilifi,-3.58828,39.89086,550.0,6.0,5.0,1,0,0,1,1,5.0,1,3,2,0,5.0,unknown
2,Entire unit,365,1,Watamu,kilifi,-3.383,39.982,70.0,1.0,1.0,1,0,1,1,1,46.0,1,0,0,0,1.0,unknown
10,Entire unit,1125,2,Watamu,NAIROBI,-3.36908,39.97364,147.0,5.0,4.0,1,1,0,1,0,61.0,1,3,0,0,3.0,unknown
4,Entire unit,66,2,Watamu,kilifi,-3.34072,40.03304,84.0,6.0,3.0,1,0,0,0,1,6.0,1,3,0,0,3.0,unknown
4,Entire unit,365,1,Watamu,kilifi,-3.33966,40.03414,66.0,2.0,2.0,1,0,0,0,1,10.0,1,2,0,0,2.0,unknown
4,Entire unit,1125,2,Mtwapa,Mombasa,-3.9456,39.70496,65.0,3.0,2.0,1,0,0,1,1,8.0,1,3,1,0,2.0,unknown
1,Entire unit,30,1,Watamu,kilifi,-3.34678,40.01381,113.0,2.0,2.0,1,0,1,1,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,2,Malindi,kilifi,-3.1964,40.11622,200.0,1.0,1.0,1,0,0,1,1,0.0,1,1,0,0,1.0,unknown
16,Entire unit,1125,2,Mtwapa,Mombasa,-3.93773,39.74861,200.0,11.0,7.0,1,1,1,1,1,1.0,1,11,1,0,5.0,unknown
3,Private room,1125,1,Malindi,kilifi,-3.25663,40.12608,144.0,2.0,1.0,1,0,1,0,1,0.0,1,0,0,0,1.0,private
8,Entire unit,1125,2,Kilifi,kilifi,-3.68893,39.84029,184.0,4.0,4.0,1,1,0,0,0,9.0,1,2,0,0,4.0,unknown
8,Entire unit,1125,1,Kikambala,kilifi,-3.83922,39.81795,120.0,4.0,3.0,1,1,0,1,1,1.0,0,0,0,0,3.0,unknown
2,Entire unit,1125,3,Malindi,kilifi,-3.19674,40.11742,160.0,1.0,1.0,0,0,0,1,0,1.0,1,1,0,0,1.0,unknown
6,Entire unit,365,1,Mombasa,kilifi,-3.93657,39.75444,124.0,4.0,3.0,1,0,0,1,0,0.0,0,2,0,0,2.0,unknown
2,Private room,30,1,Mombasa,coast,-3.965,39.75817,150.0,1.0,1.0,1,1,0,1,1,0.0,1,1,0,0,1.0,unknown
8,Entire unit,365,1,Mtwapa,kilifi,-3.94984,39.74569,162.0,1.0,4.0,1,0,1,0,1,0.0,1,0,0,0,4.0,unknown
10,Private room,1125,1,Watamu,NAIROBI,-3.36579,40.0018,174.0,4.0,4.0,0,0,0,1,0,0.0,1,4,0,0,3.0,shared
6,Entire unit,1125,1,Mombasa,Mombasa,-3.98873,39.73609,200.0,4.0,2.0,1,0,0,1,1,1.0,1,2,0,0,2.0,unknown
9,Private room,1125,1,Malindi,kilifi,-3.19943,40.11342,250.0,9.0,5.0,1,1,1,1,1,0.0,1,3,0,0,5.0,unknown
6,Entire unit,1125,1,Mombasa,coast,-3.96499,39.74616,160.0,5.0,3.0,1,1,1,1,1,0.0,1,5,0,0,2.0,unknown
6,Entire unit,365,1,Watamu,kilifi,-3.34649,40.0249,250.0,3.0,3.0,0,0,0,0,0,0.0,0,3,0,0,3.0,unknown
10,Private room,1125,1,Malindi,kilifi,-3.18787,40.11513,180.0,5.0,5.0,0,1,1,1,0,2.0,0,5,0,0,5.0,unknown
4,Private room,60,1,Mtwapa,Mombasa,-3.93829,39.7493,250.0,4.0,4.0,1,0,0,1,1,0.0,1,4,0,0,2.0,shared
6,Entire unit,1125,5,Malindi,kilifi,-3.23831,40.12521,164.0,3.0,3.0,1,1,1,1,1,1.0,1,0,0,0,5.0,unknown
6,Entire unit,7,2,Malindi,NAIROBI,-3.20423,40.10839,170.0,4.0,1.0,1,1,1,1,1,0.0,1,3,4,0,1.0,unknown
7,Entire unit,66,1,Nairobi,coast,-3.09523,40.16324,240.0,4.0,4.0,0,1,0,1,1,1.0,1,5,3,0,4.0,unknown
4,Other,1125,1,Nairobi,NAIROBI,-3.91651,39.78564,250.0,3.0,1.0,1,1,0,0,1,0.0,1,3,0,0,1.0,unknown
8,Entire unit,31,3,Ватаму,NAIROBI,-3.36412,40.00379,250.0,3.0,4.0,1,1,1,1,1,1.0,1,3,0,0,2.0,unknown
4,Private room,1125,1,Mombasa,coast,-3.92518,39.75186,200.0,2.0,2.0,1,0,1,1,1,0.0,1,0,2,0,1.0,shared
5,Entire unit,365,1,Mtwapa,kilifi,-3.9489,39.75317,180.0,4.0,3.0,1,1,0,0,1,1.0,0,1,2,0,2.0,unknown
4,Entire unit,30,3,Malindi,kilifi,-3.23858,40.12372,164.0,2.0,2.0,0,0,0,1,0,0.0,1,2,0,0,2.0,unknown
4,Other,30,2,Kilifi,NAIROBI,-3.5937900000000003,39.88551,180.0,3.0,2.0,1,0,0,1,0,1.0,1,3,0,0,2.0,unknown
7,Entire unit,1125,1,Malindi,kilifi,-3.21824,40.11809,200.0,5.0,2.0,1,1,0,1,0,0.0,1,0,0,0,1.0,unknown
5,Entire unit,1125,1,Mambrui,kilifi,-3.14254,40.132,180.0,3.0,2.0,0,0,0,0,0,2.0,0,0,0,0,2.0,unknown
6,Entire unit,1125,3,Mtwapa,kilifi,-3.94732,39.75112,150.0,5.0,3.0,1,0,0,0,1,1.0,1,1,4,0,3.0,unknown
6,Entire unit,365,2,Mtwapa,kilifi,-3.954,39.74585,120.0,3.0,3.0,1,0,0,1,1,0.0,0,3,0,0,2.0,unknown
6,Entire unit,365,1,Mtwapa,kilifi,-3.95135,39.74322,147.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
6,Entire unit,90,1,Mombasa,Mombasa,-3.94836,39.76411,120.0,4.0,3.0,1,1,0,1,1,0.0,1,3,0,0,2.0,unknown
6,Entire unit,1125,1,Mombasa,Mombasa,-3.9667,39.75814,150.0,3.0,3.0,1,0,0,0,1,0.0,1,3,0,0,1.0,unknown
6,Entire unit,365,1,Mombasa,Mombasa,-3.99329,39.73381,125.0,6.0,3.0,1,1,1,1,1,0.0,1,5,0,0,1.0,unknown
7,Entire unit,1125,1,Mombasa,Mombasa,-3.98785,39.73662,142.0,4.0,3.0,1,0,1,0,1,1.0,1,2,0,0,3.0,unknown
10,Entire unit,365,1,Mombasa,Mombasa,-3.99265,39.7321,140.0,5.0,4.0,0,0,0,0,0,3.0,1,0,0,0,4.0,unknown
6,Entire unit,69,1,Mtwapa,kilifi,-3.93609,39.74967,130.0,3.0,2.0,1,1,0,1,1,0.0,1,3,0,0,3.0,unknown
6,Private room,368,1,Mombasa,Mombasa,-3.98724,39.73699,120.0,4.0,3.0,0,0,0,0,0,0.0,1,3,0,0,3.0,unknown
4,Private room,1125,1,Mombasa,Mombasa,-3.99482,39.73015,150.0,2.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,2,Kilifi,kilifi,-3.62103,39.838,125.0,4.0,3.0,1,0,1,1,1,0.0,1,3,2,0,3.0,unknown
4,Entire unit,365,1,Mtwapa,Mombasa,-3.91432,39.76613,116.0,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,2.0,unknown
4,Entire unit,1125,3,Mombasa,Mombasa,-3.99129,39.73173,127.0,3.0,2.0,1,0,0,0,1,0.0,1,3,0,0,3.0,unknown
6,Entire unit,365,2,Mombasa,Mombasa,-3.98733,39.73619,130.0,4.0,3.0,1,1,1,1,1,1.0,1,3,0,0,3.0,unknown
2,Entire unit,365,7,Mombasa,Mombasa,-3.96979,39.74974,150.0,1.0,1.0,0,0,0,1,0,0.0,1,1,0,0,1.0,unknown
6,Entire unit,365,1,Mtwapa,kilifi,-3.94673,39.73459,130.0,3.0,2.0,1,1,0,1,1,0.0,0,3,0,0,1.0,unknown
8,Entire unit,1125,9,Malindi,kilifi,-3.23791,40.12435,111.0,4.0,4.0,0,1,1,1,0,5.0,1,0,0,0,4.0,unknown
6,Entire unit,31,1,Mtwapa,kilifi,-3.94844,39.75288,140.0,5.0,3.0,1,0,0,0,1,0.0,1,5,0,0,2.0,unknown
4,Entire unit,365,1,Mombasa,Mombasa,-3.9831,39.74368,165.0,2.0,2.0,1,0,0,1,1,0.0,1,3,0,0,1.0,unknown
2,Private room,3,1,Mombasa,NAIROBI,-3.989,39.737,110.0,2.0,1.0,1,1,0,0,1,1.0,1,1,0,0,1.0,shared
5,Entire unit,365,1,Mombasa,Mombasa,-3.98473,39.73888,128.0,5.0,2.0,0,0,0,0,0,0.0,1,5,0,0,3.0,unknown
10,Entire unit,365,1,Watamu,kilifi,-3.31291,40.08148,100.0,5.0,4.0,1,0,1,0,1,2.0,1,3,0,0,4.0,unknown
9,Private room,1125,1,Watamu,kilifi,-3.32653,40.06401,100.0,3.0,3.0,1,1,0,1,1,1.0,1,3,0,0,3.0,unknown
4,Entire unit,28,1,Malindi,kilifi,-3.198,40.119,78.0,4.0,2.0,1,0,1,1,1,1.0,1,3,1,0,2.0,unknown
6,Entire unit,1125,1,Kikambala,kilifi,-3.88286,39.79918,198.0,4.0,3.0,1,1,0,0,1,1.0,1,2,0,0,3.0,unknown
4,Other,30,2,Kilifi,kilifi,-3.58694,39.89281,180.0,3.0,2.0,1,0,0,0,0,2.0,0,3,0,0,2.0,shared
2,Private room,1125,1,Watamu,kilifi,-3.3535500000000003,40.0202,109.0,1.0,1.0,0,1,0,1,0,3.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,2,Mombasa,coast,-3.99033,39.73538,75.0,3.0,2.0,1,0,0,1,1,3.0,1,1,2,0,2.0,unknown
6,Entire unit,1125,2,Nairobi,kilifi,-3.80922,39.80015,250.0,3.0,3.0,1,0,0,0,1,2.0,1,3,0,0,3.0,unknown
4,Entire unit,30,1,Malindi,kilifi,-3.19119,40.12066,60.0,1.0,1.0,1,0,0,0,0,0.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,1,Watamu,kilifi,-3.37104,39.99427,82.0,2.0,2.0,1,0,0,1,1,8.0,1,2,0,0,2.0,unknown
8,Entire unit,365,4,Watamu,kilifi,-3.3634,40.00091,178.0,5.0,4.0,0,0,0,0,0,1.0,1,3,0,0,4.0,unknown
4,Entire unit,365,2,Malindi,kilifi,-3.21349,40.1204,95.0,2.0,2.0,1,0,0,0,0,1.0,1,0,0,0,2.0,unknown
4,Entire unit,1125,1,Malindi,kilifi,-3.23056,40.12682,100.0,2.0,2.0,1,1,1,1,1,17.0,1,2,0,0,2.0,unknown
6,Private room,1125,1,Watamu,kilifi,-3.347,40.023,181.0,3.0,7.0,0,1,0,1,0,4.0,1,7,0,0,3.0,unknown
8,Entire unit,1125,1,Watamu,kilifi,-3.363,40.00151,252.0,5.0,4.0,1,1,0,1,1,0.0,1,3,2,0,4.0,unknown
7,Entire unit,1125,1,Nairobi,kilifi,-3.811,39.807,73.0,4.0,3.0,1,1,1,1,1,3.0,0,0,0,0,2.0,unknown
8,Entire unit,1125,2,Malindi,kilifi,-3.65032,39.84305,200.0,8.0,3.0,1,1,0,1,0,2.0,1,2,3,0,2.0,unknown
6,Entire unit,30,1,Kilifi,kilifi,-3.605,39.882,99.0,3.0,3.0,0,0,0,0,0,1.0,1,3,0,0,3.0,unknown
8,Entire unit,365,4,Watamu,kilifi,-3.36369,40.00199,178.0,5.0,4.0,0,0,0,0,0,0.0,1,0,0,0,4.0,unknown
4,Entire unit,1125,1,Malindi,kilifi,-3.18965,40.12225,78.0,2.0,2.0,1,0,1,0,1,0.0,1,2,0,0,2.0,unknown
4,Entire unit,365,1,Watamu,kilifi,-3.35166,39.99661,107.0,2.0,2.0,0,0,0,0,0,1.0,1,0,0,0,2.0,unknown
4,Entire unit,365,1,Nairobi,kilifi,-3.811,39.807,70.0,2.0,2.0,1,0,0,0,1,4.0,1,0,0,0,1.0,unknown
4,Entire unit,28,1,Malindi,kilifi,-3.19837,40.11972,82.0,2.0,2.0,1,0,1,1,1,0.0,1,2,0,0,2.0,unknown
4,Entire unit,365,1,Mtwapa,NAIROBI,-3.95824,39.75144,115.0,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,2.0,unknown
10,Private room,1125,2,Malindi,kilifi,-3.22036,40.11711,131.0,5.0,4.0,0,0,0,1,1,5.0,1,3,0,0,4.0,shared
6,Entire unit,1125,1,Mombasa,Mombasa,-3.96689,39.74463,150.0,4.0,3.0,1,1,1,1,1,2.0,1,3,0,0,2.0,unknown
11,Private room,1125,2,Kilifi,kilifi,-3.59697,39.89159,219.0,6.0,5.0,1,0,0,0,1,12.0,1,5,0,0,5.0,shared
8,Entire unit,1125,1,Mombasa,Mombasa,-3.97866,39.74312,119.0,3.0,3.0,1,1,0,1,1,10.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,1,Mombasa,Mombasa,-3.93653,39.74471,135.0,2.0,2.0,1,0,1,1,1,1.0,1,2,0,0,2.0,unknown
12,Entire unit,1125,11,Takaungu,kilifi,-3.68325,39.86714,250.0,8.0,4.0,1,1,1,1,0,0.0,1,7,0,0,3.0,unknown
2,Entire unit,1125,1,Mombasa,Mombasa,-3.984,39.738,60.0,1.0,1.0,1,1,0,1,1,31.0,1,1,1,0,1.0,unknown
2,Private room,1125,1,Malindi,kilifi,-3.19698,40.116,120.0,1.0,1.0,0,0,0,1,0,0.0,1,1,0,0,1.0,unknown
6,Entire unit,150,1,Mombasa,Mombasa,-3.97073,39.75012,145.0,2.0,2.0,1,1,1,1,1,0.0,1,1,3,0,2.0,unknown
6,Entire unit,1125,1,Mombasa,Mombasa,-3.979,39.741,90.0,3.0,3.0,1,0,0,1,1,0.0,1,3,0,0,3.0,unknown
6,Entire unit,1125,1,Malindi,kilifi,-3.23776,40.12542,130.0,4.0,3.0,1,0,0,0,1,1.0,1,2,0,0,3.0,unknown
7,Entire unit,1125,1,Kikambala,kilifi,-3.80695,39.80007,150.0,3.0,4.0,1,0,1,0,1,0.0,1,1,0,0,3.0,unknown
2,Other,28,1,Malindi,kilifi,-3.25547,40.12723,150.0,0.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,shared
4,Entire unit,1125,1,Malindi,kilifi,-3.25006,40.12153,150.0,3.0,2.0,1,0,1,1,0,0.0,1,3,0,0,2.0,unknown
2,Private room,365,1,Malindi,kilifi,-3.25534,40.12766,126.0,2.0,1.0,0,0,0,0,0,0.0,1,1,1,0,1.0,private
4,Entire unit,365,1,Mombasa,Mombasa,-3.96809,39.74965,130.0,3.0,2.0,1,0,0,1,1,0.0,1,1,2,0,1.0,unknown
2,Entire unit,14,4,Watamu,kilifi,-3.36257,40.00507,70.0,1.0,1.0,0,0,0,1,0,0.0,1,1,0,0,1.0,unknown
3,Entire unit,1125,1,Mombasa,Mombasa,-3.9675,39.73652,130.0,3.0,3.0,1,1,1,1,1,0.0,1,3,2,0,2.0,unknown
2,Private room,60,1,Watamu,kilifi,-3.367,39.992,62.0,1.0,1.0,1,0,0,0,1,2.0,1,1,0,0,0.0,shared
10,Entire unit,1125,2,Mombasa,Mombasa,-3.96609,39.743,120.0,7.0,4.0,1,1,0,1,1,7.0,1,3,1,0,3.0,unknown
4,Entire unit,28,1,Malindi,kilifi,-3.197,40.118,80.0,2.0,2.0,0,0,1,1,0,2.0,1,2,0,0,2.0,unknown
6,Entire unit,1125,1,Watamu,kilifi,-3.36411,40.00362,74.0,2.0,2.0,1,1,1,0,1,6.0,1,2,0,0,2.0,unknown
