numberOfGuests,roomType,maxNights,city,state,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
2,Entire unit,1125,Eldoret,Uasin Gishu County,22.0,1.0,1.0,1,0,0,0,1,3.0,0,1,0,0,1.0,unknown
6,Entire unit,365,Mombasa,Mombasa,250.0,3.0,3.0,1,0,1,1,1,0.0,1,3,0,0,2.0,unknown
3,Entire unit,365,Nairobi,NAIROBI,50.0,3.0,3.0,1,1,1,1,1,0.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,Kiambu,35.0,1.0,1.0,1,1,0,1,1,3.0,0,1,0,0,1.0,unknown
4,Entire unit,10,Kerugoya,Central,75.0,2.0,2.0,1,1,0,0,1,0.0,1,1,0,0,2.0,unknown
5,Entire unit,365,Nairobi,NAIROBI,275.0,5.0,4.0,1,1,1,1,1,0.0,1,3,1,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,12.0,1.0,1.0,0,0,0,0,0,3.0,1,0,0,0,1.0,unknown
2,Entire unit,365,Juja,Kiambu,16.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,16.0,1.0,2.0,0,0,1,1,0,42.0,1,1,0,0,1.0,unknown
2,Other,1125,Meru,Meru,30.0,2.0,7.0,0,1,0,0,0,0.0,0,12,0,0,1.0,unknown
6,Entire unit,1125,Malindi,kilifi,315.0,5.0,3.0,0,0,0,0,0,1.0,1,0,0,0,2.0,unknown
16,Private room,1125,Meru,Meru,20.0,10.0,18.0,1,1,0,0,1,3.0,1,10,0,0,27.0,shared
6,Entire unit,1125,Nairobi,Kajiado,350.0,3.0,3.0,0,0,0,1,0,57.0,1,3,0,0,3.0,unknown
6,Entire unit,1125,Tuala,Kajiado,40.0,3.0,3.0,1,1,1,0,1,0.0,1,3,0,0,1.0,unknown
6,Entire unit,1125,Kwale,coast,22.0,3.0,2.0,1,0,0,1,1,0.0,0,3,0,0,2.0,unknown
16,Other,100,Nanyuki,Laikipia,85.0,20.0,6.0,1,1,1,0,1,115.0,1,7,0,0,5.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,50.0,0.0,3.0,1,0,0,0,0,8.0,1,0,0,0,3.0,unknown
2,Other,1125,Watamu,kilifi,8720.0,1.0,1.0,0,0,1,0,0,1.0,1,1,0,0,1.0,private
2,Entire unit,1125,Nairobi,NAIROBI,24.0,1.0,1.0,1,0,0,0,1,56.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,105.0,3.0,3.0,1,0,0,0,1,23.0,1,3,0,0,1.0,unknown
8,Entire unit,365,Mombasa,Mombasa,379.0,6.0,4.0,1,1,1,1,1,0.0,1,3,1,0,4.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,10.0,1.0,1.0,1,0,1,1,1,0.0,1,1,0,0,1.0,unknown
2,Private room,1125,Mombasa,Mombasa,20.0,1.0,2.0,1,0,0,1,1,1.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,60.0,3.0,3.0,1,0,0,0,1,56.0,1,1,2,0,3.0,unknown
3,Private room,31,Nairobi,NAIROBI,18.0,3.0,1.0,0,0,0,0,0,3.0,1,0,1,0,0.0,shared
16,Entire unit,1125,Merrueshi,Kajiado,60.0,16.0,9.0,1,1,1,1,1,9.0,1,0,0,0,8.0,unknown
4,Entire unit,1125,Kilifi,kilifi,45.0,3.0,1.0,1,1,1,0,1,25.0,1,1,1,0,1.0,unknown
6,Entire unit,30,Nairobi,Kiambu,59.0,3.0,3.0,1,0,0,0,1,7.0,1,3,0,0,2.0,unknown
1,Entire unit,30,Nairobi,NAIROBI,10.0,2.0,1.0,1,1,1,1,1,0.0,1,1,0,0,1.0,unknown
2,Private room,90,Nairobi,NAIROBI,35.0,1.0,1.0,1,0,0,1,1,3.0,0,1,0,0,1.0,shared
10,Entire unit,1125,Nyeri,Nyeri,15.0,10.0,5.0,0,1,1,1,0,8.0,1,0,0,0,2.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,48.0,4.0,3.0,1,0,0,0,1,86.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,Kwale,40.0,1.0,1.0,1,0,0,0,1,7.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nakuru,Nakuru,20.0,1.0,1.0,1,0,1,1,1,4.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nanyuki,Laikipia,25.0,1.0,1.0,1,0,0,1,0,24.0,0,1,0,0,1.0,unknown
2,Private room,1125,DIANI BEACH,Kwale,50.0,1.0,1.0,0,1,0,0,0,13.0,1,0,0,0,1.0,private
4,Entire unit,1125,Mombasa,Mombasa,43.0,2.0,2.0,1,0,0,1,1,1.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,20.0,1.0,1.0,1,0,1,1,1,28.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nakuru,Nakuru,54.0,4.0,3.0,1,0,0,0,1,24.0,1,3,0,0,2.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,100.0,4.0,3.0,1,0,0,0,1,17.0,1,3,0,0,2.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,12.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
3,Entire unit,365,Meru,Meru,62.0,3.0,3.0,0,0,0,0,0,0.0,0,0,0,0,2.0,unknown
6,Entire unit,30,Ukunda,Kwale,185.0,4.0,3.0,1,0,0,1,0,23.0,1,3,0,0,3.0,unknown
2,Other,30,Nairobi,NAIROBI,150.0,1.0,10.0,1,1,1,1,1,0.0,1,15,0,0,1.0,private
2,Entire unit,1125,South,Machakos,22.0,1.0,1.0,1,0,0,0,0,1.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Eldoret,Uasin Gishu County,26.0,1.0,1.0,0,0,0,0,0,1.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,Kericho County,18.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,unknown
4,Entire unit,365,Nakuru,Nakuru,58.0,2.0,2.0,0,0,0,0,0,1.0,0,0,0,0,2.0,unknown
6,Entire unit,365,Malindi,kilifi,112.0,3.0,2.0,1,0,0,0,1,6.0,1,0,0,0,2.0,unknown
4,Entire unit,1125,Eldoret,Uasin Gishu County,55.0,3.0,3.0,1,1,0,1,1,2.0,1,3,1,0,2.0,unknown
2,Entire unit,365,Nairobi,Kiambu,28.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,40.0,1.0,1.0,1,0,0,0,1,31.0,1,1,0,0,1.0,unknown
7,Private room,365,Oyugis,Homa Bay,18.0,7.0,7.0,1,0,0,0,1,0.0,1,0,0,0,7.0,shared
6,Entire unit,45,Watamu,kilifi,191.0,4.0,3.0,1,0,1,1,1,11.0,1,2,0,0,2.0,unknown
10,Private room,1,Mtwapa,Mombasa,1200.0,2.0,1.0,1,0,0,0,1,0.0,1,0,0,0,10.0,unknown
2,Entire unit,364,Nairobi,NAIROBI,60.0,1.0,1.0,1,0,0,0,1,12.0,1,1,0,0,1.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,17.0,2.0,1.0,1,0,0,1,0,2.0,1,1,1,0,1.0,unknown
14,Private room,365,Nairobi,NAIROBI,400.0,7.0,7.0,0,0,0,0,0,1.0,1,0,0,0,7.0,unknown
2,Entire unit,30,Nairobi,NAIROBI,54.0,1.0,1.0,1,0,1,0,1,35.0,1,1,1,0,2.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,120.0,3.0,3.0,1,0,0,0,1,4.0,1,2,1,0,3.0,unknown
8,Private room,1125,Iten,NAIROBI,17.0,11.0,4.0,1,0,0,0,1,35.0,1,5,3,0,4.0,shared
2,Private room,1125,Nairobi,NAIROBI,20.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,2.0,unknown
6,Entire unit,1000,Nairobi,NAIROBI,150.0,3.0,3.0,1,1,1,1,1,0.0,1,2,0,0,3.0,unknown
2,Private room,1125,Nairobi,NAIROBI,12.0,2.0,1.0,1,1,1,1,1,1.0,1,2,1,0,2.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,28.0,1.0,1.0,0,0,0,1,0,6.0,1,1,0,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,15.0,1.0,1.0,1,1,1,0,1,1.0,1,1,0,0,1.0,shared
6,Entire unit,1125,Mombasa,Mombasa,500.0,3.0,1.0,1,1,0,1,1,1.0,0,0,0,0,3.0,unknown
3,Private room,1125,Thika,Central,12.0,3.0,2.0,1,0,1,0,1,8.0,1,1,1,0,1.0,unknown
10,Entire unit,1125,Kilifi,kilifi,150.0,5.0,4.0,1,0,0,0,1,2.0,1,3,0,0,4.0,unknown
12,Other,365,Mambrui,kilifi,1000.0,6.0,6.0,0,0,1,1,0,0.0,1,6,4,0,7.0,unknown
6,Private room,1125,Mombasa,Mombasa,200.0,4.0,3.0,1,0,0,0,1,6.0,1,2,0,0,3.0,unknown
4,Entire unit,365,Ruiru,Kiambu,30.0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,20.0,1.0,2.0,1,0,1,0,1,50.0,1,1,0,0,1.0,unknown
2,Private room,365,DIANI BEACH,Kwale,51.0,4.0,6.0,0,0,0,0,0,0.0,1,3,4,0,1.0,shared
6,Entire unit,1125,Nairobi,NAIROBI,64.0,4.0,3.0,1,0,0,0,1,38.0,1,3,0,1,3.0,unknown
6,Entire unit,1125,Nanyuki,Laikipia,66.0,5.0,3.0,1,0,0,0,1,18.0,1,5,0,0,3.0,unknown
4,Private room,1125,Homa Bay,Homa Bay,10.0,4.0,1.0,1,1,1,1,1,0.0,1,4,0,0,1.0,shared
2,Private room,1124,Watamu,kilifi,44.0,1.0,1.0,1,0,0,1,1,43.0,1,1,0,0,1.0,unknown
2,Entire unit,365,DIANI BEACH,Kwale,116.0,1.0,1.0,0,0,0,0,0,86.0,1,1,0,0,1.0,unknown
16,Other,20,Eldoret,Uasin Gishu County,15.0,16.0,10.0,1,1,0,1,1,0.0,1,9,0,0,10.0,unknown
2,Entire unit,1125,Ongata Rongai,Kajiado,21.0,1.0,1.0,1,0,0,0,1,36.0,1,1,0,0,2.0,unknown
8,Entire unit,1125,DIANI BEACH,Kwale,150.0,4.0,3.0,1,0,0,1,1,34.0,1,4,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,10.0,1.0,2.0,1,0,0,0,0,36.0,1,1,0,0,1.0,unknown
5,Entire unit,1125,Nairobi,NAIROBI,50.0,4.0,3.0,1,0,0,0,1,2.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,Malindi,kilifi,164.0,2.0,2.0,1,0,0,1,0,0.0,1,2,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,35.0,1.0,1.0,1,0,0,0,0,12.0,1,1,0,0,1.0,unknown
5,Entire unit,30,Watamu,kilifi,196.0,3.0,2.0,0,0,0,0,0,4.0,1,0,0,0,2.0,unknown
1,Private room,1125,Eldoret,Uasin Gishu County,10.0,1.0,1.0,0,0,0,0,0,8.0,0,1,0,0,1.0,shared
2,Entire unit,1125,Mombasa,Mombasa,21.0,1.0,1.0,1,0,0,1,1,0.0,0,0,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,65.0,3.0,3.0,1,1,1,0,1,3.0,1,3,0,0,2.0,unknown
4,Entire unit,365,Malindi,kilifi,32.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,90,Bondo,Siaya,35.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,unknown
2,Shared room,365,Nairobi,NAIROBI,15.0,1.0,1.0,0,0,1,1,0,0.0,1,3,1,0,1.0,shared
4,Entire unit,365,Timau,Rift Valley,180.0,2.0,2.0,1,0,1,0,0,5.0,0,0,0,0,2.0,unknown
4,Entire unit,1125,Kilifi,kilifi,60.0,2.0,2.0,1,0,0,0,1,59.0,1,1,0,0,1.0,unknown
8,Entire unit,1125,Kilifi,kilifi,184.0,4.0,4.0,1,1,0,0,0,9.0,1,2,0,0,4.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,18.0,1.0,1.0,1,1,1,1,1,0.0,1,0,0,0,1.0,unknown
1,Private room,365,Nairobi,NAIROBI,12.0,1.0,1.0,1,0,0,1,0,11.0,1,1,0,0,1.0,unknown
2,Private room,1125,Malindi,kilifi,135.0,1.0,1.0,1,0,0,1,1,1.0,1,0,0,0,1.0,private
8,Entire unit,1125,Mombasa,coast,200.0,6.0,4.0,0,1,0,1,0,1.0,1,5,0,0,3.0,unknown
1,Entire unit,1125,Nairobi,NAIROBI,54.0,1.0,1.0,0,0,0,0,1,1.0,1,1,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,116.0,2.0,2.0,1,1,1,1,1,0.0,1,2,0,0,1.0,unknown
3,Private room,1000,Nairobi,NAIROBI,80.0,2.0,14.0,1,1,1,1,1,1.0,1,14,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,55.0,1.0,1.0,1,1,0,0,0,18.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,22.0,1.0,1.0,1,0,1,0,1,59.0,1,1,0,0,1.0,unknown
1,Private room,1125,Ruiru,Kiambu,20.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,private
6,Other,1125,Meru,Meru,118.0,3.0,3.0,1,1,0,1,1,1.0,1,3,0,0,3.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,94.0,4.0,3.0,1,0,0,0,1,30.0,1,3,0,0,2.0,unknown
1,Private room,365,Nairobi,NAIROBI,22.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,private
10,Entire unit,1125,Kilifi,kilifi,240.0,5.0,5.0,1,0,0,0,1,40.0,1,5,0,0,5.0,unknown
2,Private room,1125,Kiambu,Kiambu,54.0,1.0,2.0,1,0,1,0,1,0.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,80.0,1.0,2.0,1,1,0,0,1,2.0,1,2,0,1,2.0,unknown
2,Entire unit,90,Nairobi,NAIROBI,23.0,1.0,1.0,0,0,0,0,0,4.0,1,0,0,0,1.0,unknown
4,Entire unit,365,Busia,Busia County,45.0,3.0,2.0,1,1,0,0,1,0.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,15.0,1.0,1.0,0,0,0,1,0,7.0,0,1,0,0,1.0,unknown
4,Private room,1125,Malindi,kilifi,20.0,6.0,2.0,1,1,1,1,1,4.0,1,6,0,0,2.0,unknown
6,Private room,1125,Nairobi,NAIROBI,66.0,3.0,3.0,1,0,1,1,1,1.0,1,0,0,0,2.0,unknown
3,Entire unit,1000,Mombasa,Mombasa,42.0,2.0,1.0,1,0,0,0,1,138.0,1,1,0,0,1.0,unknown
2,Private room,1125,Ruaka,Kiambu,10.0,1.0,1.0,1,1,0,1,1,7.0,1,1,0,0,1.0,shared
4,Entire unit,1125,Nairobi,NAIROBI,35.0,2.0,2.0,1,0,0,1,0,5.0,1,2,0,0,2.0,unknown
6,Private room,1125,Asembo,Siaya,15.0,6.0,1.0,0,0,0,1,0,0.0,1,0,0,0,6.0,unknown
4,Entire unit,1125,Watamu,kilifi,54.0,2.0,2.0,1,1,1,1,1,42.0,1,2,0,0,2.0,unknown
2,Private room,1125,Nairobi,NAIROBI,120.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,35.0,1.0,1.0,0,1,0,0,0,1.0,1,1,0,0,1.0,unknown
3,Entire unit,1125,Kisumu,Kisumu,20.0,1.0,1.0,1,0,0,0,0,10.0,1,1,0,0,1.0,unknown
8,Entire unit,365,Nairobi,NAIROBI,220.0,4.0,4.0,0,0,1,1,0,0.0,1,3,0,0,3.0,unknown
3,Private room,1124,Watamu,kilifi,49.0,2.0,1.0,1,0,0,1,1,23.0,1,1,1,0,1.0,unknown
2,Private room,30,Nairobi,NAIROBI,100.0,1.0,1.0,1,0,0,0,1,1.0,1,1,0,0,1.0,shared
3,Entire unit,1125,Mombasa,Nyali,40.0,2.0,1.0,1,0,0,0,1,6.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,10.0,1.0,1.0,0,0,0,0,0,60.0,0,1,0,0,1.0,unknown
8,Entire unit,90,Watamu,kilifi,247.0,5.0,3.0,1,0,1,1,1,39.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,300.0,1.0,1.0,0,0,0,0,0,31.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,34.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,33.0,1.0,1.0,0,0,0,0,0,3.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nakuru,Nakuru,27.0,2.0,2.0,1,0,0,1,1,28.0,1,2,0,0,2.0,unknown
3,Entire unit,365,Mombasa,coast,31.0,1.0,1.0,1,0,0,0,1,0.0,0,0,0,0,1.0,unknown
4,Private room,1125,Nairobi,NAIROBI,30.0,3.0,2.0,0,0,0,1,0,86.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,33.0,2.0,2.0,1,1,0,1,0,1.0,1,2,1,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,11.0,2.0,1.0,0,1,0,1,0,0.0,0,0,0,0,1.0,unknown
2,Private room,31,Nakuru,Nakuru,120.0,1.0,1.0,0,0,1,0,0,0.0,1,0,0,0,1.0,private
2,Private room,1125,Nairobi,NAIROBI,20.0,1.0,1.0,0,0,0,1,0,23.0,1,1,0,0,1.0,unknown
10,Entire unit,365,Mombasa,Mombasa,140.0,5.0,4.0,0,0,0,0,0,3.0,1,0,0,0,4.0,unknown
4,Private room,1125,Mtwapa,kilifi,38.0,2.0,2.0,1,0,0,1,1,6.0,1,2,0,0,2.0,unknown
2,Private room,1125,Nairobi,NAIROBI,12.0,1.0,1.0,1,0,1,0,0,36.0,1,1,0,0,1.0,shared
7,Entire unit,365,Nairobi,NAIROBI,65.0,4.0,3.0,1,0,0,0,1,1.0,1,1,0,0,3.0,unknown
3,Entire unit,1125,DIANI BEACH,Kwale,43.0,2.0,2.0,1,1,1,1,1,53.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,35.0,1.0,2.0,0,0,0,0,0,12.0,1,0,0,0,1.0,unknown
1,Private room,30,Ongata Rongai,NAIROBI,10.0,1.0,1.0,1,0,0,1,0,0.0,1,1,0,0,1.0,private
10,Entire unit,1125,Nairobi,NAIROBI,75.0,7.0,4.0,1,0,1,0,1,29.0,1,7,0,1,2.0,unknown
8,Entire unit,1125,Watamu,kilifi,252.0,5.0,4.0,1,1,0,1,1,0.0,1,3,2,0,4.0,unknown
4,Entire unit,1125,DIANI BEACH,Kwale,55.0,2.0,2.0,1,0,0,1,1,53.0,1,2,0,0,2.0,unknown
6,Private room,1125,Ruiri Town,Meru,70.0,4.0,3.0,1,1,1,0,1,1.0,0,2,0,0,3.0,unknown
6,Other,1125,Nairobi,Narok,130.0,5.0,3.0,1,1,1,1,1,39.0,0,5,0,0,2.0,unknown
2,Private room,365,Mombasa,Mombasa,22.0,1.0,2.0,0,0,0,0,1,0.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,Mombasa,Mombasa,38.0,1.0,1.0,1,0,0,1,1,36.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,50.0,2.0,2.0,0,0,0,0,0,23.0,1,2,0,0,2.0,unknown
4,Private room,30,Nairobi,NAIROBI,100.0,1.0,1.0,1,1,0,0,1,2.0,0,0,0,0,1.0,shared
2,Entire unit,365,Ruaka,Kiambu,22.0,1.0,2.0,1,0,1,0,1,0.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,Mombasa,Mombasa,300.0,2.0,2.0,1,1,0,0,1,0.0,1,2,0,0,2.0,unknown
2,Other,33,Mombasa,Mombasa,58.0,1.0,1.0,1,0,0,1,1,0.0,1,0,0,0,1.0,unknown
1,Shared room,1125,Kilifi,kilifi,10.0,1.0,1.0,1,1,1,0,1,23.0,1,1,0,0,1.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,48.0,1.0,1.0,0,0,0,0,0,22.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nakuru,Nakuru,65.0,3.0,2.0,1,1,0,0,1,7.0,1,1,0,0,2.0,unknown
4,Entire unit,1125,Malindi,kilifi,53.0,4.0,2.0,1,0,0,1,0,25.0,1,3,1,0,2.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,65.0,5.0,4.0,1,0,0,0,0,8.0,1,5,0,0,3.0,unknown
8,Entire unit,1125,Rusinga Islands,Homa Bay,20.0,8.0,8.0,1,1,0,1,1,3.0,0,0,0,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,28.0,1.0,1.0,1,0,1,0,1,11.0,1,1,0,0,1.0,private
2,Entire unit,1125,Eldoret,Annex,20.0,1.0,1.0,1,0,1,0,1,27.0,0,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,125.0,3.0,3.0,0,0,0,0,0,0.0,1,0,0,0,3.0,unknown
5,Entire unit,365,Eldoret,Uasin Gishu County,40.0,3.0,2.0,1,0,1,0,1,1.0,1,3,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,33.0,2.0,2.0,1,0,0,0,1,2.0,1,1,1,0,1.0,unknown
3,Entire unit,90,DIANI BEACH,Kwale,38.0,2.0,2.0,1,1,1,1,1,37.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,18.0,1.0,1.0,0,0,0,0,0,2.0,1,0,1,0,1.0,unknown
2,Private room,1125,Makutano,Meru,21.0,1.0,2.0,1,0,1,1,1,0.0,1,0,0,0,1.0,unknown
6,Entire unit,1000,Nairobi,NAIROBI,200.0,3.0,3.0,1,1,1,1,1,0.0,1,3,0,0,4.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,40.0,6.0,3.0,1,0,0,0,1,19.0,1,6,0,0,3.0,unknown
6,Entire unit,365,Mombasa,Mombasa,279.0,3.0,3.0,1,0,0,1,1,0.0,1,3,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,35.0,1.0,1.0,1,1,0,0,1,73.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,40.0,1.0,1.0,1,0,1,1,1,190.0,1,1,0,0,1.0,unknown
4,Entire unit,8,Nairobi,NAIROBI,95.0,3.0,3.0,1,0,0,0,0,0.0,1,3,0,0,2.0,unknown
2,Other,1125,Nairobi,NAIROBI,22.0,1.0,1.0,1,0,0,1,0,0.0,0,1,0,0,1.0,private
9,Entire unit,1125,Isukha ICHINA,Kakamega,28.0,5.0,3.0,1,0,1,0,1,64.0,1,5,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,30.0,1.0,1.0,1,0,1,0,1,29.0,1,1,0,0,1.0,unknown
5,Entire unit,1125,Nairobi,NAIROBI,68.0,2.0,2.0,1,1,1,1,1,0.0,1,0,0,0,2.0,unknown
4,Entire unit,365,Mtwapa,Mombasa,50.0,1.0,2.0,0,0,0,0,0,0.0,1,1,3,0,1.0,unknown
3,Entire unit,365,Mombasa,Mombasa,127.0,2.0,1.0,1,0,1,1,1,0.0,1,1,0,0,1.0,unknown
4,Entire unit,60,Nairobi,Kajiado,50.0,2.0,1.0,1,0,0,0,1,115.0,1,1,1,0,2.0,unknown
14,Entire unit,1125,Mombasa,coast,35.0,5.0,3.0,1,0,0,1,1,11.0,1,5,0,0,3.0,unknown
2,Private room,365,Mombasa,Mombasa,21.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,private
2,Entire unit,1125,Ukunda,Kwale,28.0,1.0,1.0,1,0,0,1,0,0.0,0,2,1,0,1.0,unknown
4,Entire unit,1125,Malindi,kilifi,100.0,2.0,2.0,1,1,1,1,1,17.0,1,2,0,0,2.0,unknown
8,Private room,1125,Bungoma,Bungoma,25.0,9.0,8.0,0,0,0,0,0,2.0,1,7,0,0,11.0,shared
10,Entire unit,60,Watamu,kilifi,75.0,5.0,5.0,1,0,0,1,0,5.0,1,3,0,0,5.0,unknown
10,Entire unit,1125,Mombasa,Mombasa,110.0,5.0,4.0,1,1,0,0,1,0.0,1,3,0,0,4.0,unknown
12,Entire unit,365,Watamu,kilifi,483.0,9.0,6.0,1,0,1,1,1,1.0,1,0,0,0,7.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,35.0,1.0,1.0,1,0,0,1,1,49.0,1,1,1,0,1.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,10.0,1.0,1.0,1,0,1,1,1,3.0,1,1,1,0,1.0,unknown
3,Entire unit,30,Nairobi,NAIROBI,1000.0,2.0,2.0,1,0,0,1,1,26.0,0,1,0,0,2.0,unknown
4,Entire unit,365,Nakuru,Nakuru,57.0,2.0,2.0,0,0,0,0,0,10.0,0,0,0,0,1.0,unknown
1,Private room,1125,Nairobi,NAIROBI,10.0,1.0,1.0,0,1,0,0,0,9.0,0,1,0,0,1.0,shared
16,Private room,1125,Machakos,Machakos,13.0,11.0,11.0,1,1,0,1,0,2.0,0,7,0,0,11.0,shared
2,Private room,90,Nairobi,NAIROBI,33.0,3.0,1.0,1,0,0,0,0,1.0,1,3,0,0,1.0,private
2,Private room,365,Mtwapa,Mombasa,23.0,1.0,2.0,1,0,0,0,0,2.0,0,1,0,0,1.0,unknown
3,Entire unit,1125,Siaya,Siaya,15.0,1.0,2.0,1,0,1,1,1,0.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,33.0,2.0,2.0,1,0,0,0,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,Nanyuki,Laikipia,32.0,0.0,1.0,1,0,1,1,1,9.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,30.0,2.0,1.0,1,0,1,0,1,9.0,1,3,0,0,1.0,unknown
10,Entire unit,60,Nairobi,NAIROBI,300.0,1.0,5.0,1,0,0,1,0,0.0,1,0,0,0,5.0,unknown
3,Private room,1125,DIANI BEACH,Kwale,24.0,2.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,private
4,Entire unit,5,Mombasa,Mombasa,25.0,0.0,2.0,1,1,1,1,1,0.0,1,0,0,0,2.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,50.0,3.0,2.0,1,0,0,0,1,4.0,1,3,0,0,2.0,unknown
5,Other,1125,Nairobi,NAIROBI,100.0,2.0,2.0,1,0,1,1,1,0.0,1,1,1,0,2.0,unknown
8,Entire unit,365,Watamu,NAIROBI,220.0,4.0,4.0,0,0,0,0,0,7.0,1,0,0,0,4.0,unknown
6,Entire unit,1125,Mombasa,Mombasa,150.0,3.0,3.0,1,0,0,0,1,0.0,1,3,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,43.0,4.0,3.0,1,1,0,1,0,0.0,0,3,0,0,2.0,unknown
16,Entire unit,1125,Bungoma,Bungoma,45.0,1.0,2.0,1,1,0,0,1,0.0,0,0,0,0,0.0,unknown
