numberOfGuests,roomType,maxNights,city,state,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
2,Other,1125,Nairobi,NAIROBI,12.0,2.0,1.0,0,0,1,1,0,26.0,1,1,1,0,1.0,unknown
6,Private room,1125,Entasekera,Narok,45.0,6.0,4.0,1,1,0,1,0,6.0,1,8,0,0,3.0,unknown
4,Entire unit,60,DIANI BEACH,Kwale,125.0,2.0,2.0,1,0,0,0,1,13.0,1,1,0,0,2.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,26.0,2.0,1.0,0,0,0,0,0,0.0,1,2,2,0,1.0,unknown
6,Entire unit,365,Nakuru,Nakuru,80.0,3.0,3.0,1,0,0,0,1,3.0,1,3,0,0,3.0,unknown
1,Private room,1125,Nairobi,NAIROBI,20.0,1.0,1.0,0,0,0,1,0,18.0,1,1,0,0,1.0,private
2,Entire unit,28,Malindi,kilifi,37.0,1.0,1.0,1,0,1,1,0,3.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,60.0,4.0,3.0,1,0,0,0,1,3.0,1,3,0,0,2.0,unknown
2,Private room,1125,Nairobi,NAIROBI,16.0,1.0,1.0,0,0,0,1,0,4.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,25.0,1.0,1.0,1,0,0,0,1,3.0,1,2,0,0,1.0,unknown
12,Private room,1125,Malindi,kilifi,392.0,12.0,5.0,1,0,1,0,1,0.0,1,5,0,0,5.0,unknown
2,Entire unit,5,Athi River,Machakos,30.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,Kikuyu,Kiambu,10.0,1.0,1.0,0,0,1,1,0,0.0,0,0,0,0,1.0,unknown
6,Entire unit,1125,Mombasa,Mombasa,300.0,6.0,3.0,1,1,1,1,1,1.0,1,3,3,0,3.0,unknown
2,Entire unit,150,Mombasa,Mombasa,20.0,1.0,1.0,0,0,0,1,0,0.0,0,1,0,0,1.0,unknown
4,Entire unit,30,Mnagei,West Pokot County,15.0,3.0,2.0,1,1,0,1,1,0.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,69.0,3.0,3.0,1,0,0,0,1,0.0,1,0,0,0,2.0,unknown
2,Private room,365,Nairobi,kilifi,28.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,private
2,Private room,60,Nairobi,NAIROBI,51.0,1.0,1.0,0,0,0,0,1,1.0,1,0,0,0,1.0,unknown
2,Private room,3,Nairobi,NAIROBI,1000.0,1.0,1.0,1,1,1,1,1,0.0,1,1,0,0,1.0,shared
2,Entire unit,1125,Mombasa,NAIROBI,45.0,1.0,2.0,0,0,0,0,0,3.0,0,0,0,0,1.0,unknown
4,Private room,1125,Nairobi,Kiambu,20.0,2.0,1.0,1,0,1,0,1,0.0,1,0,0,0,1.0,shared
2,Private room,1125,Malindi,kilifi,135.0,1.0,1.0,0,0,0,0,0,1.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nanyuki,Laikipia,75.0,3.0,2.0,1,1,1,1,1,26.0,1,3,0,0,3.0,unknown
4,Entire unit,365,Ongata Rongai,Kajiado,23.0,2.0,2.0,1,0,0,0,0,0.0,0,0,0,0,1.0,unknown
4,Entire unit,1000,Nairobi,NAIROBI,110.0,2.0,2.0,1,1,1,1,1,0.0,1,2,0,0,2.0,unknown
16,Entire unit,1125,Kilifi,kilifi,285.0,13.0,6.0,1,1,1,1,1,73.0,1,13,0,0,6.0,unknown
2,Entire unit,30,Nyeri,Nyeri,25.0,1.0,1.0,1,0,0,0,0,2.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,45.0,1.0,1.0,0,0,0,0,0,26.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Nanyuki,Laikipia,43.0,3.0,3.0,1,1,1,0,1,4.0,1,1,0,0,3.0,unknown
6,Entire unit,90,Nairobi,NAIROBI,42.0,3.0,3.0,1,0,0,0,1,18.0,1,3,0,0,2.0,unknown
2,Entire unit,28,Kisian,Kisumu,18.0,1.0,1.0,1,1,1,1,1,4.0,1,1,0,0,1.0,unknown
8,Entire unit,1125,Mombasa,Mombasa,350.0,7.0,4.0,1,0,0,1,1,0.0,1,7,0,0,3.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,82.0,2.0,2.0,0,0,1,1,0,4.0,1,1,1,0,2.0,unknown
16,Entire unit,1125,Busia,Busia County,31.0,8.0,2.0,1,0,0,0,1,14.0,1,0,0,0,4.0,unknown
6,Entire unit,1125,Kerugoya,Kirinyaga,55.0,4.0,2.0,1,0,1,0,1,17.0,1,1,1,1,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,20.0,1.0,2.0,0,0,0,0,0,33.0,0,1,0,0,1.0,unknown
4,Entire unit,365,East,Kericho County,44.0,2.0,2.0,0,0,0,0,0,1.0,0,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,48.0,1.0,1.0,1,1,0,0,1,4.0,1,1,0,0,1.0,unknown
2,Private room,31,Nairobi,NAIROBI,10.0,1.0,1.0,0,1,0,0,0,3.0,1,1,0,0,1.0,unknown
3,Private room,365,Nairobi,NAIROBI,13.0,2.0,2.0,1,1,0,0,1,2.0,1,1,0,0,2.0,unknown
4,Entire unit,365,Voi,Taita-Taveta County,21.0,2.0,1.0,1,0,1,1,1,21.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,45.0,1.0,1.0,0,0,0,0,0,68.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,22.0,0.0,1.0,0,0,0,0,0,14.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,30.0,1.0,1.0,1,0,1,1,0,0.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Tiwi,Kwale,155.0,3.0,2.0,1,0,0,0,1,27.0,1,3,0,0,2.0,unknown
6,Entire unit,21,Kilifi,coast,200.0,5.0,3.0,1,1,0,0,1,9.0,1,0,0,0,3.0,unknown
8,Entire unit,1125,Nanyuki,Laikipia,225.0,6.0,4.0,1,0,1,1,1,42.0,1,2,0,0,5.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,179.0,3.0,3.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
1,Entire unit,1125,Nairobi,Kiambu,22.0,1.0,1.0,1,0,1,0,1,1.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,35.0,1.0,2.0,0,0,0,0,0,2.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,Malindi,kilifi,61.0,2.0,2.0,1,0,1,1,1,77.0,1,2,0,0,2.0,unknown
5,Entire unit,1125,Nairobi,NAIROBI,68.0,5.0,5.0,1,0,1,1,1,0.0,1,6,0,0,1.0,unknown
8,Private room,90,Narok,Narok,34.0,4.0,3.0,0,1,0,1,0,18.0,0,4,0,0,1.0,shared
16,Entire unit,1125,Bungoma,Bungoma,40.0,16.0,10.0,1,1,1,1,1,3.0,0,0,0,0,8.0,unknown
5,Entire unit,1125,Nairobi,NAIROBI,120.0,3.0,3.0,0,0,0,1,0,0.0,1,3,0,0,1.0,unknown
6,Entire unit,365,Nanyuki,Laikipia,80.0,4.0,3.0,1,0,0,0,1,5.0,1,2,0,0,3.0,unknown
4,Private room,365,Bomet,Bomet County,32.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,48.0,1.0,1.0,1,0,1,0,1,88.0,1,1,0,0,1.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,45.0,2.0,2.0,0,0,0,0,0,6.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,39.0,1.0,1.0,0,0,0,0,0,37.0,1,1,0,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,100.0,1.0,1.0,1,1,0,0,1,3.0,1,1,0,0,1.0,unknown
4,Private room,7,Nairobi,NAIROBI,114.0,3.0,2.0,1,0,0,0,1,8.0,1,3,0,0,1.0,unknown
13,Private room,365,Nairobi,Narok,36.0,6.0,6.0,0,0,0,0,0,1.0,0,0,0,0,6.0,shared
2,Entire unit,365,Nairobi,NAIROBI,26.0,0.0,1.0,1,0,1,0,1,0.0,1,0,0,0,1.0,unknown
16,Private room,365,Mtwapa,Mombasa,200.0,12.0,10.0,1,0,0,0,1,0.0,1,10,0,0,10.0,unknown
16,Other,1125,Nairobi,Kajiado,300.0,16.0,8.0,0,1,0,1,0,0.0,1,0,0,0,8.0,unknown
3,Other,1125,Nairobi,NAIROBI,30.0,1.0,1.0,1,0,1,0,1,8.0,1,1,0,0,1.0,shared
4,Entire unit,1125,Malindi,kilifi,150.0,3.0,2.0,1,0,1,1,0,0.0,1,3,0,0,2.0,unknown
8,Entire unit,1125,Malindi,kilifi,111.0,4.0,4.0,0,1,1,1,0,5.0,1,0,0,0,4.0,unknown
10,Entire unit,1125,Mombasa,Mombasa,187.0,8.0,5.0,0,1,1,1,0,3.0,1,0,0,0,4.0,unknown
15,Other,1125,Nairobi,Siaya,54.0,15.0,15.0,1,0,0,0,1,1.0,1,15,0,0,0.0,shared
2,Entire unit,7,Malindi,kilifi,27.0,1.0,1.0,0,0,0,1,0,52.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,65.0,4.0,3.0,1,1,0,0,1,7.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,27.0,1.0,2.0,0,1,0,1,0,0.0,1,0,0,0,1.0,unknown
3,Entire unit,365,Mombasa,Mombasa,30.0,3.0,1.0,1,0,1,0,1,14.0,1,1,1,0,1.0,unknown
1,Entire unit,365,Mombasa,Mombasa,25.0,1.0,2.0,0,0,0,0,0,4.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,47.0,2.0,2.0,1,0,1,0,1,0.0,1,0,0,0,2.0,unknown
2,Private room,60,Nairobi,NAIROBI,35.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,60.0,3.0,3.0,1,0,0,0,1,2.0,1,0,0,0,3.0,unknown
11,Entire unit,1125,Nanyuki,Laikipia,150.0,7.0,5.0,1,0,0,0,1,14.0,1,3,0,0,5.0,unknown
2,Private room,365,Nairobi,NAIROBI,57.0,1.0,1.0,1,0,0,0,1,1.0,1,1,0,0,1.0,private
2,Entire unit,365,Nairobi,NAIROBI,27.0,1.0,1.0,1,0,1,0,1,0.0,0,1,0,0,1.0,unknown
2,Shared room,1125,DIANI BEACH,Kwale,24.0,2.0,1.0,0,0,0,0,0,20.0,1,2,0,0,1.0,shared
4,Private room,365,Nairobi,Kiambu,25.0,2.0,2.0,1,1,0,0,1,0.0,1,2,0,0,2.0,unknown
2,Entire unit,365,Nairobi,Kiambu,18.0,1.0,2.0,1,1,0,0,1,1.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,39.0,1.0,1.0,1,0,0,0,1,71.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,DIANI BEACH,Kwale,58.0,7.0,2.0,1,0,0,0,1,0.0,1,0,0,0,2.0,unknown
2,Entire unit,365,Eldoret,Uasin Gishu County,23.0,1.0,1.0,0,0,1,0,0,18.0,1,0,0,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,30.0,1.0,1.0,1,1,1,0,1,7.0,1,1,0,0,1.0,shared
6,Entire unit,1125,Nairobi,Kiambu,60.0,3.0,3.0,1,1,1,1,1,3.0,1,3,0,0,3.0,unknown
4,Entire unit,60,Kilifi,kilifi,63.0,2.0,1.0,0,0,0,0,0,16.0,1,1,1,0,2.0,unknown
2,Entire unit,2,Nairobi,NAIROBI,22.0,1.0,1.0,0,0,0,0,0,0.0,1,0,1,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,22.0,1.0,1.0,0,0,0,1,0,0.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,100.0,2.0,2.0,1,0,0,0,1,3.0,1,2,0,0,2.0,unknown
4,Private room,1125,Kakamega,Kakamega,10.0,3.0,3.0,1,0,0,0,1,2.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,38.0,2.0,2.0,1,0,0,0,1,62.0,0,1,0,0,1.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,130.0,2.0,2.0,1,0,0,1,1,0.0,1,2,0,0,2.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,64.0,2.0,2.0,1,0,0,0,1,9.0,1,1,0,0,1.0,unknown
6,Entire unit,30,Kilifi,kilifi,125.0,5.0,3.0,1,0,0,0,1,34.0,1,5,0,0,2.0,unknown
4,Private room,1125,Meru,Meru,20.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,shared
3,Entire unit,367,Nairobi,NAIROBI,54.0,1.0,2.0,1,1,1,1,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Eldoret,Uasin Gishu County,28.0,1.0,1.0,1,0,0,0,1,1.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,45.0,1.0,1.0,1,0,1,0,0,261.0,1,1,0,0,1.0,unknown
2,Private room,365,Nairobi,NAIROBI,15.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,shared
3,Entire unit,1125,Nairobi,NAIROBI,16.0,2.0,2.0,1,0,0,0,0,1.0,0,0,0,0,1.0,unknown
6,Private room,1125,DIANI BEACH,NAIROBI,12.0,3.0,3.0,1,0,1,1,1,1.0,1,3,0,0,2.0,shared
16,Other,1124,Nairobi,Laikipia,100.0,20.0,5.0,1,0,1,0,1,28.0,1,13,0,0,5.0,unknown
2,Other,1125,Nairobi,NAIROBI,22.0,1.0,1.0,1,0,0,1,0,0.0,0,0,0,0,1.0,unknown
4,Private room,1125,Mlolongo,Machakos,15.0,2.0,2.0,1,1,0,0,1,1.0,1,3,2,0,2.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,14.0,1.0,1.0,0,0,0,1,0,25.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,68.0,2.0,2.0,1,0,1,1,1,0.0,1,0,0,0,2.0,unknown
2,Entire unit,60,Nairobi,NAIROBI,14.0,1.0,2.0,1,0,1,1,1,24.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Ruiru,Kiambu,20.0,2.0,1.0,1,0,0,0,1,8.0,0,2,2,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,26.0,1.0,2.0,1,0,1,1,1,79.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Nairobi,Kiambu,36.0,1.0,1.0,1,0,0,0,1,0.0,0,1,0,0,1.0,unknown
4,Entire unit,30,Nairobi,NAIROBI,85.0,2.0,2.0,1,0,0,0,1,0.0,1,3,0,1,2.0,unknown
4,Private room,1125,Watamu,kilifi,38.0,3.0,1.0,1,1,1,1,1,0.0,1,3,0,0,1.0,private
2,Entire unit,1125,Nakuru,Nakuru,16.0,1.0,1.0,1,0,0,1,1,40.0,0,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,90.0,3.0,3.0,1,0,0,0,1,10.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Mombasa,Mombasa,50.0,2.0,2.0,1,0,0,0,1,28.0,1,1,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,22.0,1.0,1.0,1,0,0,0,1,34.0,1,1,0,0,1.0,unknown
8,Entire unit,1125,Malindi,kilifi,500.0,4.0,4.0,1,0,0,0,1,2.0,1,4,0,0,4.0,unknown
1,Private room,28,Watamu,kilifi,35.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,2.0,shared
1,Private room,1125,Nairobi,NAIROBI,31.0,2.0,1.0,1,1,0,0,1,1.0,1,1,0,0,1.0,shared
4,Entire unit,365,Nairobi,NAIROBI,45.0,2.0,2.0,0,0,0,1,0,2.0,1,0,0,0,2.0,unknown
4,Entire unit,60,Mombasa,coast,60.0,3.0,2.0,1,0,0,1,1,5.0,1,3,1,0,1.0,unknown
4,Entire unit,1125,Nakuru,Nakuru,22.0,2.0,2.0,1,0,0,1,1,28.0,1,2,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,90.0,2.0,2.0,1,0,1,0,1,27.0,1,0,0,0,2.0,unknown
3,Private room,1125,Nairobi,NAIROBI,123.0,2.0,4.0,1,1,0,0,0,1.0,1,4,0,0,1.0,unknown
5,Entire unit,1125,DIANI BEACH,Kwale,48.0,3.0,2.0,1,0,0,1,1,38.0,1,3,0,0,2.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,67.0,3.0,3.0,1,1,1,1,1,0.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,110.0,1.0,2.0,0,1,0,1,0,0.0,1,0,0,0,1.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,40.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Kiambu,Kiambu,32.0,1.0,1.0,1,0,1,0,1,0.0,0,1,1,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,100.0,4.0,3.0,1,0,0,0,1,0.0,1,2,0,0,3.0,unknown
2,Private room,365,Nairobi,NAIROBI,32.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Nanyuki,Laikipia,67.0,4.0,3.0,1,0,0,0,1,53.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,22.0,2.0,1.0,0,0,0,0,0,0.0,0,2,0,0,1.0,unknown
1,Private room,1125,Mtwapa,Mombasa,17.0,1.0,1.0,1,0,0,0,0,2.0,1,1,0,0,1.0,unknown
6,Entire unit,365,Nairobi,Uasin Gishu County,40.0,3.0,3.0,1,0,0,1,1,13.0,0,3,0,0,3.0,unknown
10,Entire unit,365,Mombasa,Mombasa,175.0,6.0,4.0,1,0,0,0,1,0.0,1,0,0,0,3.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,39.0,1.0,1.0,1,0,0,0,1,31.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Mtwapa,Mombasa,40.0,2.0,2.0,1,0,0,0,1,0.0,0,2,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,140.0,3.0,3.0,1,0,1,0,1,3.0,1,3,0,1,2.0,unknown
2,Entire unit,365,Mombasa,Mombasa,26.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Private room,365,Nairobi,NAIROBI,65.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Mombasa,coast,37.0,1.0,3.0,1,0,0,1,0,52.0,1,3,0,1,1.0,unknown
10,Entire unit,1125,DIANI BEACH,NAIROBI,750.0,10.0,5.0,1,0,0,1,1,34.0,1,9,0,0,6.0,unknown
2,Shared room,30,Tiwi,Kwale,26.0,3.0,2.0,0,0,0,0,0,3.0,1,1,1,0,2.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,27.0,1.0,1.0,1,0,0,0,1,1.0,0,1,1,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,13.0,1.0,1.0,1,0,0,0,1,57.0,0,1,0,0,1.0,shared
2,Entire unit,365,Nairobi,NAIROBI,51.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,Nairobi,Kiambu,23.0,1.0,2.0,0,0,0,0,0,0.0,1,1,0,0,1.0,unknown
4,Other,1125,DIANI BEACH,Kwale,12.0,2.0,2.0,1,0,0,0,1,55.0,1,1,1,1,1.0,unknown
2,Entire unit,1125,Nairobi,Kiambu,19.0,1.0,2.0,1,0,0,0,1,12.0,1,0,1,0,1.0,unknown
2,Private room,1125,Watamu,kilifi,37.0,1.0,1.0,0,1,1,1,0,30.0,0,1,0,0,1.0,shared
8,Other,1125,Kerugoya,Kirinyaga,75.0,8.0,8.0,1,1,1,1,1,0.0,1,0,0,0,3.0,unknown
6,Entire unit,365,Nairobi,NAIROBI,100.0,3.0,3.0,1,1,0,1,1,1.0,0,3,0,0,3.0,unknown
4,Other,1125,Nairobi,NAIROBI,150.0,2.0,2.0,1,1,0,0,1,1.0,1,2,0,0,2.0,unknown
4,Entire unit,30,Nakuru,Nakuru,26.0,2.0,1.0,1,0,1,1,1,0.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,51.0,1.0,1.0,1,0,1,1,1,2.0,1,1,0,0,1.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,10.0,1.0,2.0,1,0,1,1,1,1.0,0,1,0,0,1.0,unknown
4,Entire unit,1125,Nakuru,Nakuru,90.0,2.0,2.0,0,0,0,0,0,5.0,0,2,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,Kiambu,22.0,1.0,2.0,0,0,1,0,0,0.0,1,0,0,0,1.0,unknown
4,Private room,14,Busia,Busia County,27.0,2.0,2.0,1,0,0,0,1,0.0,1,2,0,0,2.0,shared
3,Private room,1125,Nairobi,NAIROBI,15.0,3.0,2.0,1,1,1,0,1,2.0,1,1,3,0,2.0,unknown
5,Private room,1125,Kakamega,Kakamega,20.0,4.0,1.0,0,1,1,1,0,5.0,1,1,1,0,1.0,shared
2,Private room,200,Nairobi,NAIROBI,40.0,1.0,1.0,1,0,0,1,0,18.0,1,0,0,0,1.0,shared
3,Entire unit,360,Nairobi,NAIROBI,40.0,1.0,1.0,1,0,0,0,1,56.0,1,1,1,0,1.0,unknown
2,Entire unit,30,Ruaka,Kiambu,21.0,1.0,1.0,1,0,1,0,1,4.0,0,1,0,0,1.0,unknown
4,Entire unit,365,Mombasa,coast,201.0,3.0,2.0,0,1,1,1,0,0.0,1,0,0,0,2.0,unknown
8,Entire unit,1125,Nairobi,NAIROBI,770.0,4.0,5.0,1,0,0,1,0,0.0,1,7,0,0,3.0,unknown
6,Entire unit,1125,Malindi,kilifi,315.0,5.0,3.0,0,0,0,1,0,0.0,1,3,0,0,2.0,unknown
2,Entire unit,365,Nairobi,Kiambu,23.0,0.0,1.0,1,0,0,1,0,0.0,1,0,0,0,1.0,unknown
3,Entire unit,1125,Mlolongo,Machakos,30.0,2.0,2.0,0,0,0,1,0,5.0,1,0,0,0,2.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,39.0,2.0,2.0,1,0,0,0,1,36.0,1,0,0,0,2.0,unknown
6,Private room,1125,Nairobi,NAIROBI,150.0,4.0,4.0,1,0,1,1,1,0.0,1,3,0,0,3.0,unknown
4,Entire unit,90,Nairobi,NAIROBI,25.0,7.0,1.0,1,1,1,1,1,0.0,1,2,3,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,140.0,2.0,2.0,1,0,0,0,0,14.0,1,2,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,15.0,0.0,1.0,0,1,1,1,0,0.0,0,0,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,19.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
16,Other,365,Mtwapa,Mombasa,21.0,12.0,12.0,1,1,0,0,1,4.0,1,9,0,0,10.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,18.0,1.0,1.0,1,1,0,1,1,1.0,0,1,1,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,62.0,2.0,2.0,1,1,1,1,1,2.0,1,0,0,0,2.0,unknown
1,Private room,1125,Nairobi,NAIROBI,22.0,1.0,3.0,1,0,0,0,1,0.0,1,4,0,0,1.0,shared
4,Entire unit,365,Tatu City,Kiambu,40.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,43.0,2.0,2.0,1,0,0,0,1,1.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Kisii,Kisii County,45.0,3.0,3.0,1,1,1,1,1,17.0,1,3,0,0,2.0,unknown
6,Entire unit,1125,Watamu,kilifi,283.0,4.0,3.0,1,0,0,0,1,4.0,1,2,0,0,3.0,unknown
6,Entire unit,365,Meru,Meru,60.0,3.0,3.0,0,0,0,0,0,24.0,1,3,2,1,2.0,unknown
2,Other,60,Nairobi,NAIROBI,124.0,1.0,1.0,0,0,0,1,0,236.0,1,1,0,0,1.0,unknown
3,Entire unit,365,Nairobi,NAIROBI,27.0,1.0,1.0,0,1,0,1,0,0.0,0,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,55.0,3.0,3.0,1,0,0,0,1,28.0,0,3,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,290.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
2,Private room,1125,Nairobi,NAIROBI,10000.0,1.0,3.0,0,0,0,0,1,26.0,1,3,0,0,1.0,shared
16,Other,1125,Machakos,Machakos,20.0,8.0,8.0,1,1,0,1,1,3.0,0,7,0,0,12.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,43.0,3.0,2.0,1,0,1,0,1,3.0,1,1,1,0,3.0,unknown
8,Entire unit,365,Nakuru,Nakuru,225.0,4.0,4.0,1,1,1,0,1,0.0,1,3,0,0,6.0,unknown
12,Entire unit,1125,Naivasha,Nakuru,336.0,7.0,5.0,1,0,0,0,1,129.0,1,5,1,1,5.0,unknown
5,Entire unit,1125,Funyula,Busia County,12.0,3.0,3.0,1,0,1,0,1,10.0,0,3,0,0,2.0,unknown
2,Entire unit,7,Nairobi,NAIROBI,14.0,1.0,1.0,1,0,0,0,1,55.0,1,0,0,0,1.0,unknown
2,Private room,365,Nairobi,NAIROBI,45.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,Malindi,kilifi,25.0,2.0,2.0,1,1,0,0,1,1.0,1,2,1,0,2.0,unknown
4,Entire unit,1125,Eldoret,Uasin Gishu County,30.0,3.0,3.0,1,0,1,0,1,0.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,30.0,1.0,1.0,0,0,0,0,0,3.0,1,1,0,0,1.0,unknown
2,Private room,1125,Kilifi,kilifi,50.0,1.0,1.0,1,0,0,0,1,1.0,1,0,0,0,1.0,private
4,Entire unit,1125,Nairobi,NAIROBI,80.0,4.0,3.0,1,0,1,0,1,6.0,1,3,1,0,3.0,unknown
10,Entire unit,1125,Watamu,kilifi,375.0,8.0,5.0,1,0,0,0,1,15.0,1,6,0,0,7.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,40.0,1.0,1.0,1,0,0,0,1,54.0,1,1,2,0,1.0,unknown
2,Other,28,Malindi,kilifi,150.0,0.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,shared
4,Entire unit,1125,Mtwapa,Mombasa,24.0,3.0,2.0,1,0,0,0,1,14.0,0,1,1,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,90.0,2.0,2.0,1,1,1,0,1,7.0,1,2,0,0,2.0,unknown
2,Entire unit,365,Nakuru,Nakuru,19.0,1.0,1.0,1,0,0,1,1,0.0,0,0,0,0,1.0,unknown
8,Entire unit,1125,Mtwapa,kilifi,120.0,4.0,4.0,1,0,0,0,1,1.0,1,0,0,0,4.0,unknown
2,Private room,60,Nairobi,NAIROBI,12.0,1.0,1.0,0,0,1,1,0,1.0,1,1,0,0,1.0,shared
